出场,出手,出手_2,出手_4,得分,罚球,盖帽,犯规,后场,篮板,命中,命中_1,命中_3,前场,抢断,球员,三分,时间,首发,投篮,失误,助攻,ATL
21,6.3,4.2,1.0,7.7,85.7%,0.3,2.5,5.5,6.9,2.6,1.6,0.9,1.4,0.6,杰迈克尔-格林,38.2%,22.1,0,41.7%,1.0,0.5,LAC
9,6.4,0.2,0.7,8.3,33.3%,0.4,2.3,5.3,8.8,4.0,0.1,0.2,3.4,0.6,德里克-费弗斯,50.0%,21.0,7,62.1%,1.6,2.1,NOH
19,6.4,2.2,1.3,6.6,76.0%,0.2,2.5,2.8,3.2,2.5,0.5,1.0,0.4,0.7,凯文-波特,23.8%,20.5,1,39.3%,1.3,1.8,CLE
20,6.4,2.6,0.9,6.6,76.5%,0.5,2.7,1.7,2.1,2.5,1.0,0.7,0.4,1.4,弗兰克-尼利基纳,36.5%,26.1,16,39.1%,1.2,3.4,NYK
12,6.4,3.1,0.8,5.0,88.9%,0.0,1.4,1.4,1.8,1.8,0.7,0.7,0.4,0.5,西奥-平森,21.6%,15.2,0,28.6%,1.5,2.6,BKN
19,6.4,4.0,1.5,8.4,92.9%,0.2,1.8,1.5,1.8,2.7,1.5,1.4,0.3,0.6,塞斯-库里,38.2%,21.4,9,43.0%,0.8,1.6,DAL
22,6.4,4.3,1.2,8.3,85.2%,0.1,1.2,2.0,2.1,2.8,1.6,1.0,0.1,0.5,韦斯利-马修斯,36.8%,24.1,22,44.3%,0.8,1.4,MIL
14,6.5,0.1,2.4,8.9,70.6%,0.4,1.9,3.1,5.9,3.6,0.0,1.7,2.8,0.7,朗戴-霍利斯-杰弗森,0.0%,21.3,0,54.9%,1.2,1.6,TOR
19,6.5,1.2,1.2,7.0,72.7%,0.3,0.8,1.6,1.8,2.8,0.5,0.8,0.2,0.5,蒙特-莫里斯,40.9%,17.4,0,43.5%,0.6,3.4,DEN
21,6.5,1.5,1.2,6.0,72.0%,0.1,0.9,1.5,1.5,2.4,0.3,0.9,0.0,0.8,泰尔斯-琼斯,18.8%,20.3,4,37.2%,1.3,4.7,MEM
22,6.5,1.6,1.7,7.5,48.6%,0.5,2.3,3.6,4.7,3.1,0.4,0.8,1.1,1.5,德安德烈-本布里,25.7%,26.5,4,48.6%,1.5,2.9,ATL
22,6.5,2.1,0.6,6.4,69.2%,0.3,3.4,2.6,3.1,2.8,0.4,0.4,0.5,1.9,克里斯-邓恩,19.1%,21.1,3,42.7%,1.0,3.1,CHI
15,6.5,3.1,0.5,7.0,85.7%,0.1,1.1,1.1,1.4,2.6,1.4,0.4,0.3,0.5,马里克-比斯利,44.7%,16.0,0,39.8%,1.1,1.1,DEN
22,6.5,3.6,2.5,8.0,79.6%,0.5,1.8,2.5,2.9,2.5,1.1,2.0,0.4,0.5,杰夫-格林,31.6%,19.0,2,37.5%,1.1,0.6,UTA
20,6.5,4.0,1.4,8.4,89.3%,0.7,2.0,4.2,5.9,2.8,1.5,1.3,1.7,0.3,马克西-克勒贝尔,38.0%,25.1,5,43.4%,0.7,1.1,DAL
22,6.6,2.1,1.8,7.9,82.5%,0.8,1.2,3.4,5.7,2.8,0.7,1.5,2.3,0.7,奥马里-斯佩尔曼,34.0%,18.5,0,42.8%,1.4,1.0,GSW
21,6.6,4.1,1.1,8.2,82.6%,0.6,1.8,3.4,3.8,2.8,1.7,0.9,0.4,1.0,贾斯汀-霍勒迪,40.7%,25.4,2,42.8%,0.6,1.6,IND
20,6.7,3.2,1.5,7.1,80.0%,0.1,1.5,1.2,1.5,2.5,1.0,1.2,0.3,0.5,弗兰克-杰克逊,31.3%,15.3,1,36.8%,1.0,1.1,NOH
21,6.7,3.5,1.6,8.4,70.6%,0.4,2.0,3.1,5.0,3.1,1.1,1.1,1.8,0.6,多里安-芬尼-史密斯,31.1%,26.8,18,46.1%,1.0,1.0,DAL
22,6.7,4.4,1.4,7.2,73.3%,0.1,2.3,4.0,4.2,2.4,1.4,1.0,0.2,0.8,乔-英格尔斯,30.9%,27.6,2,35.8%,1.5,3.6,UTA
5,6.8,1.6,1.2,7.2,83.3%,0.0,2.0,2.2,2.8,2.6,1.0,1.0,0.6,2.0,埃尔弗里德-佩顿,62.5%,22.6,3,38.2%,2.2,3.4,NYK
22,6.8,2.9,0.9,8.0,80.0%,0.2,1.7,1.7,2.2,3.1,1.1,0.7,0.5,0.8,肯塔维奥斯-卡德维尔-波普,39.1%,23.7,12,45.3%,0.9,1.5,LAL
19,6.8,3.1,1.2,6.3,81.8%,0.1,2.4,2.7,3.7,2.4,0.6,0.9,1.1,0.7,特雷沃恩-格拉汉姆,20.3%,23.8,17,34.6%,0.6,1.2,MIN
11,6.8,3.3,1.5,7.1,88.2%,0.0,1.7,2.9,3.1,2.4,1.0,1.4,0.2,0.4,格雷森-艾伦,30.6%,19.0,0,34.7%,1.1,1.6,MEM
21,6.8,3.7,2.2,7.9,66.0%,0.3,1.7,2.5,3.0,2.5,1.3,1.5,0.5,0.5,凯文-诺克斯,35.9%,20.3,3,37.1%,0.7,1.2,NYK
21,6.8,4.0,1.4,9.2,86.2%,0.4,2.7,4.1,5.1,3.2,1.7,1.2,1.0,1.0,凯利-奥利尼克,42.2%,23.5,0,47.2%,1.4,1.5,MIA
21,6.9,4.4,1.0,10.1,80.0%,0.5,3.3,4.9,6.5,3.7,2.0,0.8,1.6,1.5,PJ-塔克,46.2%,35.7,21,53.1%,1.0,1.5,HOU
21,7.0,0.0,4.4,12.0,59.8%,1.3,2.6,7.0,10.6,4.7,0.0,2.6,3.6,0.7,贾莱特-阿伦,0.0%,26.6,18,67.1%,1.1,1.2,BKN
22,7.0,1.6,1.7,7.5,54.1%,0.5,2.7,3.3,4.0,3.0,0.5,0.9,0.7,1.0,布鲁斯-布朗,33.3%,26.5,18,43.1%,1.9,3.5,DET
11,7.0,4.1,1.4,8.5,80.0%,0.4,2.0,2.7,3.3,2.9,1.5,1.1,0.5,0.6,凯文-许尔特,37.8%,21.9,3,41.6%,1.5,2.7,ATL
22,7.0,5.0,0.5,8.3,72.7%,0.5,2.4,2.9,3.6,3.0,1.9,0.4,0.7,1.2,丹尼-格林,38.5%,25.4,22,42.6%,1.0,1.2,LAL
1,7.0,5.0,2.0,7.0,100.0%,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,Tremont Waters,20.0%,20.0,0,28.6%,2.0,3.0,BOS
18,7.2,3.8,0.8,6.5,71.4%,0.1,1.4,2.1,2.3,2.3,1.3,0.6,0.2,0.3,尼基尔-亚历山大-沃克,33.3%,14.0,0,32.6%,1.2,2.1,NOH
22,7.3,3.5,1.8,7.7,77.5%,0.8,2.9,4.0,4.4,2.5,1.2,1.4,0.4,1.0,肯特-贝兹莫尔,35.5%,22.3,2,35.0%,1.4,1.7,POR
20,7.3,4.3,1.2,7.5,60.9%,0.6,3.8,4.8,6.2,2.8,1.3,0.7,1.4,1.5,帕特里克-贝弗利,29.1%,29.8,20,37.9%,1.5,3.3,LAC
21,7.3,4.3,1.3,8.5,71.4%,0.1,2.0,2.0,2.8,3.0,1.4,1.0,0.8,0.5,奥斯汀-里弗斯,33.0%,24.9,1,41.6%,0.7,1.5,HOU
19,7.3,4.8,0.9,9.3,94.1%,0.3,1.8,2.1,2.9,3.2,2.0,0.8,0.9,0.5,卡麦隆-约翰逊,41.8%,19.6,0,44.2%,0.7,0.8,PHO
17,7.4,0.0,2.6,10.4,51.1%,1.0,1.9,6.1,8.9,4.5,0.0,1.4,2.8,0.5,史蒂文-亚当斯,"",26.4,17,61.1%,1.4,2.8,OKC
12,7.4,2.8,0.9,8.8,72.7%,0.0,1.1,3.3,3.6,3.3,1.4,0.7,0.3,0.9,拉简-朗多,50.0%,21.4,0,44.9%,1.8,6.1,LAL
21,7.4,3.7,0.7,8.8,85.7%,0.1,1.8,2.2,2.7,3.3,1.6,0.6,0.4,0.1,道格-迈克德莫特,43.6%,20.6,0,44.2%,0.8,1.0,IND
20,7.5,2.5,2.6,10.2,78.8%,0.7,2.5,1.8,2.3,3.6,1.0,2.1,0.6,0.5,德里克-怀特,40.8%,24.1,8,47.3%,1.2,3.0,SAS
21,7.5,4.7,1.0,9.0,81.0%,0.2,1.7,2.0,2.2,3.2,1.7,0.8,0.2,0.3,富尔坎-科尔克马兹,36.7%,22.9,9,43.0%,0.8,0.8,PHI
14,7.6,2.6,1.9,8.3,74.1%,0.5,2.6,5.9,6.3,3.1,0.7,1.4,0.4,1.4,德雷蒙德-格林,27.8%,27.6,14,40.2%,2.1,5.6,GSW
19,7.6,3.8,1.1,8.6,70.0%,0.2,1.7,3.4,4.3,3.3,1.3,0.7,0.8,1.4,丹特-迪文森佐,34.7%,20.9,10,42.8%,1.1,1.6,MIL
12,7.7,1.1,1.5,8.8,61.1%,0.3,2.4,2.7,3.8,3.8,0.2,0.9,1.2,1.5,哈米杜-迪亚洛,15.4%,21.5,1,50.0%,1.2,0.8,OKC
22,7.7,3.0,1.8,9.7,87.5%,0.1,2.1,2.5,3.4,3.5,1.2,1.6,0.9,1.5,托马斯-萨托兰斯基,40.3%,26.9,22,44.7%,2.1,5.4,CHI
10,7.7,5.8,1.0,9.1,100.0%,0.1,3.1,1.5,1.5,3.0,2.1,1.0,0.0,0.4,兰德里-沙梅特,36.2%,29.4,10,39.0%,1.2,1.7,LAC
21,7.7,6.6,1.3,9.2,85.2%,0.2,1.9,2.0,2.3,3.0,2.2,1.1,0.4,0.7,本-麦克莱默,33.8%,21.6,7,38.5%,0.7,1.0,HOU
18,7.8,3.3,1.7,10.8,71.0%,0.5,1.6,5.4,7.4,4.2,1.3,1.2,2.0,1.0,拉里-南斯 Jr.,39.0%,25.9,3,53.6%,0.9,1.5,CLE
20,7.9,0.0,2.4,12.4,77.1%,1.4,4.2,5.7,8.4,5.3,0.0,1.9,2.7,0.8,理查恩-福尔摩斯,"",27.9,16,66.9%,1.0,0.9,SAC
23,7.9,2.5,0.9,8.9,95.0%,0.1,2.0,2.2,2.8,3.5,1.0,0.8,0.6,1.0,凯-鲍曼,39.7%,23.7,6,44.8%,1.3,2.7,GSW
19,7.9,3.3,2.1,9.5,59.0%,0.5,1.7,2.9,3.5,3.6,1.1,1.2,0.6,0.3,杰拉米-格兰特,33.9%,22.1,0,45.3%,0.7,1.1,DEN
20,8.0,0.0,5.8,14.0,61.2%,1.9,3.2,10.1,13.5,5.2,0.0,3.6,3.4,0.8,鲁迪-戈波特,"",34.1,20,65.4%,2.2,1.2,UTA
4,8.0,3.3,0.5,10.8,100.0%,0.3,0.3,1.3,1.5,4.0,2.3,0.5,0.3,0.5,何塞-巴里亚,69.2%,13.8,0,50.0%,1.0,3.0,DAL
21,8.0,6.6,0.8,11.2,93.8%,0.4,2.7,2.8,2.9,3.8,2.9,0.7,0.1,0.7,邓肯-鲁宾逊,43.5%,25.4,16,47.9%,0.7,0.8,MIA
18,8.1,1.2,1.3,11.8,82.6%,0.9,1.7,4.6,5.9,5.1,0.6,1.1,1.3,0.5,布兰登-克拉克,45.5%,21.2,2,63.0%,1.1,1.3,MEM
22,8.1,3.8,1.5,10.4,75.0%,0.2,2.4,3.2,3.7,3.9,1.5,1.1,0.5,0.6,马基夫-莫里斯,41.0%,22.1,12,47.5%,1.6,1.6,DET
21,8.2,3.3,2.4,9.6,88.2%,0.0,1.1,2.0,2.5,3.2,1.0,2.1,0.5,0.6,DJ-奥古斯丁,31.9%,25.7,5,38.7%,1.4,4.6,ORL
19,8.3,1.3,2.3,9.5,76.7%,0.3,2.3,4.8,6.1,3.7,0.3,1.7,1.2,1.5,德章泰-穆雷,20.8%,22.0,13,44.9%,2.2,4.1,SAS
11,8.3,3.2,3.0,10.0,84.8%,0.0,1.6,3.1,3.9,3.2,1.1,2.5,0.8,0.7,达米恩-李,34.3%,21.8,0,38.5%,1.2,1.8,GSW
20,8.3,3.8,1.3,10.9,52.0%,0.9,2.5,4.5,5.4,4.3,1.6,0.7,0.9,1.3,OG-阿奴诺比,42.7%,29.4,20,52.1%,1.2,1.8,TOR
23,8.3,3.9,1.4,9.6,84.8%,0.2,1.7,2.4,2.7,3.7,1.0,1.2,0.3,0.4,马利克-蒙克,27.0%,21.1,0,44.0%,1.5,2.3,CHA
10,8.4,2.8,0.8,9.6,75.0%,0.1,2.6,2.5,3.2,4.1,0.8,0.6,0.7,1.0,艾弗里-布拉德利,28.6%,27.6,10,48.8%,1.1,1.8,LAL
20,8.4,4.4,1.4,9.8,67.9%,0.3,2.4,3.2,3.6,3.6,1.6,1.0,0.5,1.0,赛迪-奥斯曼,36.8%,30.0,20,42.9%,1.3,2.1,CLE
