比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
快船119-115尼克斯,主,92,27,18,115,0.833,22,5,负,29,41,54,46,8,15,12,9,纽约尼克斯,0.296,11,2017/2/8,0.5,25,NYK
快船120-133勇士,客,99,34,18,133,0.833,26,2,胜,31,46,50,52,14,15,15,10,金州勇士,0.412,11,2017/2/2,0.525,38,GSW
快船120-98雷霆,客,85,30,19,98,0.842,15,4,负,27,36,43,36,10,16,9,10,俄克拉荷马雷霆,0.333,15,2017/1/16,0.424,18,OKC
快船121-115国王,主,86,26,35,115,0.829,24,4,负,28,37,13,38,10,29,9,7,萨克拉门托国王,0.385,14,2016/11/18,0.442,21,SAC
快船121-120开拓者,客,87,21,25,120,0.88,24,7,负,29,42,26,44,10,22,13,6,波特兰开拓者,0.476,15,2016/12/12,0.506,25,POR
快船122-127篮网,主,104,38,36,127,0.667,23,3,胜,46,53,17,45,13,24,7,10,布鲁克林篮网,0.342,13,2016/11/29,0.433,22,BKN
快船123-115猛龙,客,80,19,32,115,0.844,31,2,负,28,32,14,40,8,27,4,10,多伦多猛龙,0.421,11,2016/11/21,0.5,19,TOR
快船124-104小牛,主,84,24,18,104,0.944,24,3,负,34,44,14,38,11,17,10,7,达拉斯小牛,0.458,16,2016/11/23,0.452,23,DAL
快船124-114太阳,主,96,20,35,114,0.829,27,3,负,27,45,49,39,7,29,18,5,菲尼克斯太阳,0.35,13,2017/2/1,0.406,21,PHO
快船124-118太阳,主,92,23,24,118,0.542,27,2,负,30,43,76,49,7,13,13,6,菲尼克斯太阳,0.304,14,2017/3/30,0.533,24,PHO
快船124-121黄蜂,客,80,40,30,121,0.9,32,1,负,38,43,59,38,18,27,5,1,夏洛特黄蜂,0.45,16,2017/2/26,0.475,16,CHA
快船125-96火箭,客,84,40,27,96,0.778,23,3,负,32,41,81,33,9,21,9,5,休斯顿火箭,0.225,15,2017/4/10,0.393,23,HOU
快船127-95篮网,客,77,33,22,95,0.773,21,2,负,28,37,10,34,10,17,9,6,布鲁克林篮网,0.303,21,2016/11/14,0.442,18,BKN
快船133-105鹈鹕,客,83,19,26,105,0.654,15,1,负,26,34,24,40,8,17,8,3,新奥尔良鹈鹕,0.421,16,2016/12/10,0.482,25,NOH
快船133-109湖人,主,92,20,27,109,0.63,22,3,负,27,41,71,43,6,17,14,8,洛杉矶湖人,0.3,8,2017/3/21,0.467,23,LAL
快船133-124奇才,客,93,34,29,124,0.655,31,0,负,29,43,75,46,13,19,14,7,华盛顿奇才,0.382,10,2017/3/29,0.495,22,WAS
快船70-91步行者,主,92,19,7,91,0.857,21,4,胜,39,52,18,40,5,6,13,8,印第安纳步行者,0.263,13,2016/11/27,0.435,26,IND
快船83-85雷霆,客,84,20,20,85,0.6,24,4,胜,42,52,4,34,5,12,10,8,俄克拉荷马雷霆,0.25,21,2016/11/2,0.405,14,OKC
快船88-114雷霆,主,78,29,35,114,0.857,20,6,胜,36,44,34,37,10,30,8,9,俄克拉荷马雷霆,0.345,9,2016/12/31,0.474,25,OKC
快船88-72爵士,主,87,23,18,72,0.667,11,4,负,37,49,56,28,4,12,12,5,犹他爵士,0.174,10,2017/2/13,0.322,14,UTA
快船88-75爵士,客,73,19,13,75,0.769,22,3,负,36,43,3,29,7,10,7,8,犹他爵士,0.368,18,2016/10/30,0.397,18,UTA
快船88-90小牛,客,87,29,15,90,0.6,14,4,胜,28,42,30,37,7,9,14,13,达拉斯小牛,0.241,12,2016/12/23,0.425,21,DAL
快船91-107森林狼,主,86,20,20,107,0.9,23,4,胜,36,50,63,42,5,18,14,10,明尼苏达森林狼,0.25,12,2017/3/8,0.488,26,MIN
快船95-97小牛,主,82,26,18,97,0.667,18,4,胜,30,34,71,38,9,12,4,11,达拉斯小牛,0.346,9,2017/3/23,0.463,26,DAL
快船96-97雄鹿,客,76,29,25,97,0.76,25,2,胜,32,36,67,34,10,19,4,8,密尔沃基雄鹿,0.345,11,2017/3/15,0.447,22,MIL
快船97-105马刺,客,82,26,30,105,0.867,21,7,胜,36,51,57,35,9,26,15,9,圣安东尼奥马刺,0.346,12,2017/2/24,0.427,23,SAS
快船97-108活塞,主,90,19,7,108,0.714,22,0,胜,33,42,17,47,9,5,9,7,底特律活塞,0.474,10,2016/11/25,0.522,26,DET
快船97-98国王,客,84,28,13,98,0.692,25,4,胜,40,46,73,38,13,9,6,5,萨克拉门托国王,0.464,12,2017/3/26,0.452,23,SAC
快船98-102鹈鹕,主,87,29,21,102,0.571,16,6,胜,37,45,34,40,10,12,8,11,新奥尔良鹈鹕,0.345,6,2016/12/28,0.46,23,NOH
快船98-115勇士,客,88,30,29,115,0.828,24,4,胜,33,45,22,42,7,24,12,12,金州勇士,0.233,11,2016/12/7,0.477,32,GSW
快船98-123掘金,主,87,24,26,123,0.808,16,0,胜,35,46,42,46,10,21,11,4,丹佛掘金,0.417,10,2017/1/21,0.529,30,DEN
快船98-144勇士,主,92,34,16,144,0.813,17,7,胜,39,48,47,57,17,13,9,9,金州勇士,0.5,11,2017/1/28,0.62,35,GSW
快船98-86热火,客,84,27,21,86,0.81,21,5,负,39,50,39,31,7,17,11,6,迈阿密热火,0.259,15,2017/1/8,0.369,14,MIA
快船98-87马刺,主,80,22,14,87,0.786,17,4,负,33,40,80,34,8,11,7,3,圣安东尼奥马刺,0.364,13,2017/4/8,0.425,20,SAS
快船99-84老鹰,客,79,26,19,84,0.684,13,1,负,35,45,56,32,7,13,10,5,亚特兰大老鹰,0.269,20,2017/2/15,0.405,20,ATL
快船99-88灰熊,主,84,26,22,88,0.773,28,9,负,35,48,6,31,9,17,13,4,孟菲斯灰熊,0.346,18,2016/11/4,0.369,26,MEM
篮网101-10676人,客,91,33,21,106,0.857,23,9,胜,41,53,74,39,10,18,12,7,费城76人,0.303,16,2017/3/28,0.429,21,PHI
篮网101-117勇士,客,104,37,14,117,0.786,19,7,胜,40,51,30,47,12,11,11,19,金州勇士,0.324,12,2016/12/22,0.452,29,GSW
篮网101-130马刺,主,94,26,18,130,0.889,18,7,胜,41,49,24,50,14,16,8,11,圣安东尼奥马刺,0.538,10,2016/12/10,0.532,38,SAS
篮网103-112灰熊,客,77,22,27,112,0.926,16,1,胜,36,41,57,39,9,25,5,7,孟菲斯灰熊,0.409,12,2017/2/13,0.506,25,MEM
篮网103-112雄鹿,主,85,24,36,112,0.722,24,10,胜,39,46,18,40,6,26,7,9,密尔沃基雄鹿,0.25,11,2016/12/3,0.471,25,MIL
篮网103-94步行者,客,98,24,20,94,0.65,22,6,负,35,49,2,37,7,13,14,7,印第安纳步行者,0.292,13,2016/10/28,0.378,22,IND
篮网104-111小牛,客,76,25,25,111,0.76,24,3,胜,31,33,69,41,10,19,2,8,达拉斯小牛,0.4,10,2017/3/19,0.539,20,DAL
篮网104-116猛龙,主,91,18,31,116,0.774,21,9,胜,36,48,28,42,8,24,12,13,多伦多猛龙,0.444,13,2016/12/20,0.462,19,TOR
篮网104-122雷霆,客,87,22,34,122,0.706,27,6,胜,31,44,67,44,10,24,13,13,俄克拉荷马雷霆,0.455,15,2017/3/14,0.506,30,OKC
篮网105-110老鹰,主,95,20,32,110,0.75,22,7,胜,36,47,64,41,4,24,11,12,亚特兰大老鹰,0.2,15,2017/3/8,0.432,19,ATL
篮网105-112黄蜂,主,82,29,22,112,0.909,18,5,胜,41,47,44,39,14,20,6,6,夏洛特黄蜂,0.483,13,2017/1/21,0.476,26,CHA
篮网105-114凯尔特,主,91,38,21,114,0.857,23,4,胜,42,51,81,41,14,18,9,7,波士顿凯尔特人,0.368,13,2017/4/10,0.451,31,BOS
篮网105-122国王,客,86,23,22,122,0.773,12,3,胜,36,45,17,46,13,17,9,11,萨克拉门托国王,0.565,13,2016/11/27,0.535,24,SAC
篮网105-124雷霆,主,89,26,24,124,0.792,24,5,胜,36,46,13,49,7,19,10,9,俄克拉荷马雷霆,0.269,16,2016/11/18,0.551,23,OKC
篮网106-109热火,客,83,23,25,109,0.72,25,6,胜,34,40,46,40,11,18,6,7,迈阿密热火,0.478,10,2017/1/25,0.482,23,MIA
篮网107-106公牛,客,90,24,17,106,0.882,20,6,负,41,52,80,40,11,15,11,6,芝加哥公牛,0.458,17,2017/4/8,0.444,14,CHI
篮网107-10876人,主,89,28,23,108,0.87,18,5,胜,34,48,27,38,12,20,14,5,费城76人,0.429,17,2016/12/18,0.427,23,PHI
篮网107-111黄蜂,主,102,26,29,111,0.828,17,7,胜,39,51,52,40,7,24,12,6,夏洛特黄蜂,0.269,7,2017/2/7,0.392,19,CHA
篮网107-115魔术,主,90,25,26,115,0.846,20,5,胜,39,48,79,42,9,22,9,9,奥兰多魔术,0.36,13,2017/4/6,0.467,24,ORL
篮网107-92老鹰,主,98,27,32,92,0.594,19,3,负,32,58,73,34,5,19,26,10,亚特兰大老鹰,0.185,20,2017/3/26,0.347,16,ATL
篮网107-97湖人,客,91,27,34,97,0.618,26,6,负,31,49,28,35,6,21,18,8,洛杉矶湖人,0.222,10,2016/12/14,0.385,11,LAL
篮网108-110雄鹿,主,88,22,24,110,0.833,24,5,胜,36,45,2,41,8,20,9,14,密尔沃基雄鹿,0.364,14,2016/10/29,0.466,25,MIL
篮网108-116骑士,客,88,33,43,116,0.721,16,3,胜,41,46,35,38,9,31,5,14,克里夫兰骑士,0.273,12,2017/1/6,0.432,19,CLE
篮网108-129奇才,主,97,26,22,129,0.955,19,5,胜,35,46,72,49,10,21,11,9,华盛顿奇才,0.385,10,2017/3/24,0.505,29,WAS
篮网109-100国王,主,81,22,22,100,0.864,28,3,负,28,38,61,35,11,19,10,8,萨克拉门托国王,0.5,15,2017/3/1,0.432,12,SAC
篮网109-101活塞,客,88,25,21,101,0.857,18,6,负,28,38,5,37,9,18,10,11,底特律活塞,0.36,13,2016/11/2,0.42,21,DET
篮网109-119猛龙,客,92,19,16,119,0.813,19,6,胜,34,44,41,48,10,13,10,8,多伦多猛龙,0.526,9,2017/1/17,0.522,18,TOR
篮网109-121步行者,主,93,22,19,121,0.789,12,9,胜,37,44,37,48,10,15,7,7,印第安纳步行者,0.455,6,2017/1/5,0.516,23,IND
篮网109-129掘金,主,97,31,24,129,0.708,24,2,胜,40,51,58,49,14,17,11,11,丹佛掘金,0.452,13,2017/2/24,0.505,32,DEN
篮网109-129开拓者,客,85,36,21,129,0.762,30,7,胜,42,50,15,49,15,16,8,4,波特兰开拓者,0.417,15,2016/11/20,0.576,23,POR
篮网109-129森林狼,主,92,20,32,129,0.813,21,8,胜,36,48,47,47,9,26,12,8,明尼苏达森林狼,0.45,11,2017/1/28,0.511,27,MIN
篮网110-114奇才,客,97,25,33,114,0.758,26,5,胜,37,54,52,40,9,25,17,9,华盛顿奇才,0.36,12,2017/2/8,0.412,21,WAS
篮网111-118魔术,主,97,29,42,118,0.786,17,11,胜,36,49,28,39,7,33,13,8,奥兰多魔术,0.241,7,2016/12/16,0.402,22,ORL
篮网112-137火箭,客,90,44,32,137,0.75,21,4,胜,39,50,43,46,21,24,11,9,休斯顿火箭,0.477,13,2017/1/15,0.511,30,HOU
篮网113-118奇才,客,93,34,18,118,0.778,22,5,胜,27,35,19,45,14,14,8,17,华盛顿奇才,0.412,9,2016/12/5,0.484,26,WAS
篮网113-132猛龙,主,97,28,21,132,0.81,17,9,胜,36,49,39,52,11,17,13,7,多伦多猛龙,0.393,8,2017/1/13,0.536,21,TOR
篮网116-111掘金,客,105,37,21,111,0.762,24,2,负,32,58,22,42,11,16,26,7,丹佛掘金,0.297,17,2016/12/7,0.4,18,DEN
篮网116-124骑士,主,92,36,20,124,0.65,14,6,胜,38,47,45,49,13,13,9,4,克里夫兰骑士,0.361,14,2017/1/27,0.533,26,CLE
篮网116-130开拓者,主,86,25,22,130,0.727,13,6,胜,31,37,61,49,16,16,6,9,波特兰开拓者,0.64,12,2017/3/4,0.57,29,POR
篮网117-122凯尔特,主,89,32,18,122,0.833,20,9,胜,35,47,1,48,11,15,12,13,波士顿凯尔特人,0.344,19,2016/10/26,0.539,36,BOS
篮网118-122火箭,主,91,43,36,122,0.583,25,5,胜,28,39,25,42,17,21,11,10,休斯顿火箭,0.395,14,2016/12/12,0.462,23,HOU
篮网118-125湖人,主,92,28,43,125,0.791,17,2,胜,41,55,12,41,9,34,14,9,洛杉矶湖人,0.321,11,2016/11/15,0.446,24,LAL
篮网119-110森林狼,客,92,28,28,110,0.714,21,3,负,26,41,6,39,12,20,15,11,明尼苏达森林狼,0.429,16,2016/11/8,0.424,20,MIN
篮网120-112尼克斯,客,94,23,32,112,0.813,20,8,负,32,43,67,39,8,26,11,5,纽约尼克斯,0.348,9,2017/3/12,0.415,22,NYK
篮网120-118黄蜂,客,94,26,25,118,0.88,24,3,负,32,44,31,44,8,22,12,11,夏洛特黄蜂,0.308,11,2016/12/26,0.468,23,CHA
篮网121-110尼克斯,主,88,16,26,110,0.962,26,4,负,29,34,69,41,3,25,5,6,纽约尼克斯,0.188,7,2017/3/16,0.466,20,NYK
篮网121-111魔术,客,91,25,15,111,0.733,15,2,负,31,42,77,45,10,11,11,9,奥兰多魔术,0.4,14,2017/4/1,0.495,26,ORL
篮网122-104太阳,主,107,33,21,104,0.762,20,3,负,38,55,10,40,8,16,17,9,菲尼克斯太阳,0.242,12,2016/11/12,0.374,23,PHO
篮网122-109灰熊,主,77,25,39,109,0.795,29,2,负,29,37,64,34,10,31,8,7,孟菲斯灰熊,0.4,15,2017/3/6,0.442,23,MEM
篮网125-129雄鹿,客,88,15,32,129,0.688,19,3,胜,32,39,55,50,7,22,7,16,密尔沃基雄鹿,0.467,10,2017/2/15,0.568,27,MIL
篮网126-98太阳,客,93,25,34,98,0.676,30,3,负,35,50,72,34,7,23,15,14,菲尼克斯太阳,0.28,19,2017/3/23,0.366,16,PHO
篮网127-122快船,客,109,40,22,122,0.773,29,3,负,46,57,19,46,13,17,11,10,洛杉矶快船,0.325,15,2016/11/29,0.422,21,LAC
篮网141-11876人,主,97,38,27,118,0.741,22,4,负,22,36,78,43,12,20,14,7,费城76人,0.316,11,2017/4/4,0.443,32,PHI
篮网143-114鹈鹕,主,105,34,23,114,0.739,24,8,负,29,47,44,43,11,17,18,8,新奥尔良鹈鹕,0.324,9,2017/1/20,0.41,21,NOH
篮网73-112公牛,主,95,30,21,112,0.762,18,4,胜,48,62,82,41,14,16,14,15,芝加哥公牛,0.467,12,2017/4/12,0.432,28,CHI
篮网86-112马刺,客,95,22,16,112,0.813,17,5,胜,37,50,44,45,9,13,13,7,圣安东尼奥马刺,0.409,8,2017/1/23,0.474,22,SAS
篮网88-118公牛,客,89,27,18,118,0.944,22,9,胜,45,58,3,45,11,17,13,9,芝加哥公牛,0.407,19,2016/10/31,0.506,26,CHI
篮网89-101爵士,客,93,24,20,101,0.8,19,5,胜,34,46,35,39,7,16,12,9,犹他爵士,0.292,9,2017/1/2,0.419,11,UTA
篮网89-90活塞,主,86,18,17,90,0.647,11,7,胜,42,53,76,36,7,11,11,6,底特律活塞,0.389,16,2017/3/30,0.419,20,DET
篮网90-95尼克斯,客,99,27,31,95,0.613,18,7,胜,37,58,51,35,6,19,21,16,纽约尼克斯,0.222,13,2017/2/1,0.354,23,NYK
篮网91-82老鹰,客,80,24,23,82,0.652,19,4,负,36,44,77,30,7,15,8,9,亚特兰大老鹰,0.292,19,2017/4/2,0.375,19,ATL
篮网92-111凯尔特,客,98,38,8,111,0.75,22,6,胜,39,51,15,45,15,6,12,13,波士顿凯尔特人,0.395,13,2016/11/23,0.459,26,BOS
篮网93-111雄鹿,客,80,34,29,111,0.828,18,10,胜,34,48,17,36,15,24,14,8,密尔沃基雄鹿,0.441,18,2016/12/1,0.45,23,MIL
篮网95-103猛龙,客,87,19,20,103,0.9,18,4,胜,37,45,52,40,5,18,8,8,多伦多猛龙,0.263,11,2017/2/5,0.46,21,TOR
篮网95-104鹈鹕,客,90,32,25,104,0.68,16,4,胜,41,50,40,38,11,17,9,12,新奥尔良鹈鹕,0.344,16,2017/1/12,0.422,16,NOH
篮网95-10576人,客,94,27,27,105,0.852,17,5,胜,40,46,35,37,8,23,6,11,费城76人,0.296,13,2017/1/8,0.394,19,PHI
篮网95-112勇士,主,100,31,22,112,0.773,17,11,胜,39,52,58,42,11,17,13,10,金州勇士,0.355,11,2017/2/25,0.42,30,GSW
篮网95-118奇才,主,83,22,14,118,0.929,21,7,胜,36,44,32,47,11,13,8,12,华盛顿奇才,0.5,19,2016/12/30,0.566,28,WAS
篮网95-127快船,主,90,25,21,127,0.81,22,6,胜,34,43,11,48,14,17,9,17,洛杉矶快船,0.56,11,2016/11/14,0.533,32,LAC
篮网95-98凯尔特,客,85,29,29,98,0.793,23,6,胜,43,51,69,34,7,23,8,7,波士顿凯尔特人,0.241,12,2017/3/17,0.4,20,BOS
篮网95-99黄蜂,客,86,30,24,99,0.708,18,3,胜,42,49,5,36,10,17,7,7,夏洛特黄蜂,0.333,16,2016/11/4,0.419,24,CHA
篮网96-104热火,主,82,26,23,104,0.652,18,8,胜,29,34,49,39,11,15,5,9,迈阿密热火,0.423,11,2017/1/30,0.476,22,MIA
篮网96-105小牛,主,78,33,28,105,0.893,18,0,胜,40,47,64,33,14,25,7,5,达拉斯小牛,0.424,15,2017/3/10,0.423,16,DAL
篮网96-110尼克斯,主,92,30,17,110,0.706,21,5,胜,41,50,7,44,10,12,9,11,纽约尼克斯,0.333,14,2016/11/9,0.478,25,NYK
篮网97-106步行者,客,86,20,31,106,0.774,19,10,胜,37,49,49,37,8,24,12,11,印第安纳步行者,0.4,14,2017/2/3,0.43,20,IND
篮网97-112爵士,主,74,26,34,112,0.706,25,5,胜,40,45,62,38,12,24,5,7,犹他爵士,0.462,13,2017/3/3,0.514,25,UTA
篮网97-117老鹰,客,92,23,38,117,0.579,17,12,胜,38,53,38,44,7,22,15,11,亚特兰大老鹰,0.304,12,2017/1/10,0.478,25,ATL
篮网97-118步行者,主,87,26,16,118,0.688,19,5,胜,38,47,17,48,11,11,9,11,印第安纳步行者,0.423,14,2016/11/25,0.552,25,IND
篮网98-96活塞,客,92,23,16,96,0.688,17,8,负,41,51,71,40,5,11,10,8,底特律活塞,0.217,6,2017/3/21,0.435,17,DET
篮网99-101公牛,主,88,13,29,101,0.966,17,9,胜,37,55,32,35,3,28,18,8,芝加哥公牛,0.231,18,2016/12/28,0.398,20,CHI
篮网99-108热火,客,92,23,21,108,0.905,21,7,胜,33,46,54,41,7,19,13,11,迈阿密热火,0.304,14,2017/2/10,0.446,16,MIA
篮网99-119骑士,主,99,35,24,119,0.875,20,4,胜,40,51,28,45,8,21,11,12,克里夫兰骑士,0.229,11,2016/12/23,0.455,28,CLE
老鹰100-104奇才,主,95,34,23,104,0.739,26,6,胜,37,55,71,38,11,17,18,9,华盛顿奇才,0.324,19,2017/3/22,0.4,23,WAS
老鹰100-105勇士,主,85,35,24,105,0.792,20,10,胜,34,41,18,37,12,19,7,6,金州勇士,0.343,14,2016/11/28,0.435,25,GSW
老鹰100-95小牛,客,77,33,13,95,0.846,20,5,负,23,33,60,35,14,11,10,10,达拉斯小牛,0.424,20,2017/3/1,0.455,22,DAL
老鹰101-103凯尔特,客,83,44,19,103,0.737,16,2,胜,34,43,40,36,17,14,9,7,波士顿凯尔特人,0.386,12,2017/1/13,0.434,22,BOS
老鹰102-93公牛,客,81,28,19,93,0.947,17,5,负,29,41,44,34,7,18,12,12,芝加哥公牛,0.25,24,2017/1/20,0.42,18,CHI
老鹰102-98尼克斯,客,93,27,26,98,0.808,23,7,负,41,55,31,35,7,21,14,8,纽约尼克斯,0.259,17,2016/12/28,0.376,20,NYK
老鹰103-76黄蜂,客,88,23,19,76,0.789,17,1,负,25,40,82,29,3,15,15,11,夏洛特黄蜂,0.13,13,2017/4/11,0.33,16,CHA
老鹰103-95热火,客,80,27,20,95,0.8,16,6,负,26,34,22,34,11,16,8,6,迈阿密热火,0.407,16,2016/12/7,0.425,20,MIA
老鹰104-106公牛,主,85,30,14,106,1,17,4,胜,34,40,76,40,12,14,6,6,芝加哥公牛,0.4,12,2017/4/1,0.471,25,CHI
老鹰104-7276人,主,80,18,15,72,0.733,20,5,负,35,39,2,28,5,11,4,9,费城76人,0.278,20,2016/10/29,0.35,16,PHI
老鹰105-115快船,客,84,24,22,115,0.773,19,8,胜,36,46,46,42,14,17,10,4,洛杉矶快船,0.583,11,2017/1/23,0.5,23,LAC
老鹰105-98活塞,客,84,31,21,98,0.905,24,8,负,29,43,35,35,9,19,14,9,底特律活塞,0.29,18,2016/12/30,0.417,22,DET
老鹰105-99猛龙,客,92,25,27,99,0.778,28,5,负,30,46,65,37,4,21,16,17,多伦多猛龙,0.16,11,2017/3/10,0.402,19,TOR
老鹰106-95国王,客,75,23,19,95,0.684,34,6,负,32,38,4,36,10,13,6,10,萨克拉门托国王,0.435,19,2016/10/31,0.48,26,SAC
老鹰107-100雄鹿,客,98,32,18,100,0.778,25,3,负,32,47,10,39,8,14,15,9,密尔沃基雄鹿,0.25,14,2016/11/16,0.398,25,MIL
老鹰107-108国王,主,80,36,21,108,0.667,27,2,胜,31,39,54,38,18,14,8,12,萨克拉门托国王,0.5,18,2017/2/10,0.475,27,SAC
老鹰107-109太阳,主,89,21,25,109,0.76,17,4,胜,28,41,19,40,10,19,13,11,菲尼克斯太阳,0.476,15,2016/11/30,0.449,15,PHO
老鹰107-90灰熊,主,90,29,23,90,0.739,21,3,负,28,41,66,34,5,17,13,11,孟菲斯灰熊,0.172,13,2017/3/11,0.378,22,MEM
老鹰108-107尼克斯,主,85,26,23,107,0.652,22,3,负,38,53,42,42,8,15,15,8,纽约尼克斯,0.308,18,2017/1/16,0.494,21,NYK
老鹰109-104开拓者,主,103,42,25,104,0.56,34,4,负,44,66,55,37,16,14,22,4,波特兰开拓者,0.381,14,2017/2/13,0.359,22,POR
老鹰109-108掘金,主,78,25,35,108,0.743,29,7,负,38,45,30,37,8,26,7,3,丹佛掘金,0.32,15,2016/12/23,0.474,27,DEN
老鹰110-105篮网,客,80,34,25,105,0.8,25,11,负,35,40,63,37,11,20,5,7,布鲁克林篮网,0.324,22,2017/3/8,0.463,28,BKN
老鹰110-106骑士,主,99,42,25,106,0.84,20,1,负,26,39,7,37,11,21,13,12,克里夫兰骑士,0.262,6,2016/11/8,0.374,21,CLE
老鹰110-108雷霆,主,87,35,26,108,0.769,18,3,负,29,44,28,39,10,20,15,8,俄克拉荷马雷霆,0.286,12,2016/12/19,0.448,13,OKC
老鹰110-9376人,客,78,29,18,93,0.833,19,6,负,32,38,42,33,12,15,6,8,费城76人,0.414,21,2017/1/21,0.423,27,PHI
老鹰111-119勇士,客,87,44,22,119,0.773,22,4,胜,30,43,63,41,20,17,13,10,金州勇士,0.455,14,2017/3/6,0.471,33,GSW
老鹰111-92魔术,主,86,28,10,92,0.9,17,6,负,30,40,37,37,9,9,10,9,奥兰多魔术,0.321,17,2017/1/4,0.43,19,ORL
老鹰111-98雄鹿,客,79,19,18,98,0.778,25,5,负,23,36,39,39,6,14,13,11,密尔沃基雄鹿,0.316,16,2017/1/15,0.494,25,MIL
老鹰112-97火箭,客,85,36,13,97,0.846,26,7,负,31,43,6,37,12,11,12,9,休斯顿火箭,0.333,26,2016/11/5,0.435,22,HOU
老鹰113-108火箭,主,93,51,33,108,0.758,20,3,负,31,38,53,35,13,25,7,11,休斯顿火箭,0.255,9,2017/2/2,0.376,19,HOU
老鹰113-86魔术,客,78,27,28,86,0.893,19,4,负,26,33,53,27,7,25,7,8,奥兰多魔术,0.259,13,2017/2/4,0.346,17,ORL
老鹰114-100骑士,主,81,36,17,100,0.765,10,3,负,35,38,79,39,9,13,3,5,克里夫兰骑士,0.25,13,2017/4/7,0.481,23,CLE
老鹰114-110雄鹿,主,94,28,14,110,0.714,25,5,负,34,43,21,44,12,10,9,11,密尔沃基雄鹿,0.429,15,2016/12/9,0.468,26,MIL
老鹰114-112马刺,客,90,27,22,112,0.864,21,6,负,38,47,34,42,9,19,9,5,圣安东尼奥马刺,0.333,12,2017/1/1,0.467,27,SAS
老鹰114-98凯尔特,主,87,34,25,98,0.8,20,7,负,31,40,60,34,10,20,9,9,波士顿凯尔特人,0.294,18,2017/2/27,0.391,21,BOS
老鹰114-99奇才,客,94,20,18,99,0.722,20,4,负,28,40,1,40,6,13,12,14,华盛顿奇才,0.3,19,2016/10/27,0.426,25,WAS
老鹰115-107公牛,客,91,27,21,107,0.762,21,3,负,23,30,8,41,9,16,7,15,芝加哥公牛,0.333,13,2016/11/9,0.451,24,CHI
老鹰116-123湖人,客,89,22,20,123,0.9,25,9,胜,31,41,5,48,9,18,10,11,洛杉矶湖人,0.409,15,2016/11/2,0.539,24,LAL
老鹰117-106掘金,客,100,44,21,106,0.619,20,4,负,28,49,52,40,13,13,21,8,丹佛掘金,0.295,10,2017/2/8,0.4,25,DEN
老鹰117-9676人,客,83,29,20,96,0.65,20,4,负,29,39,9,36,11,13,10,14,费城76人,0.379,19,2016/11/12,0.434,21,PHI
老鹰117-97篮网,主,87,29,23,97,0.739,24,4,负,34,48,37,35,10,17,14,5,布鲁克林篮网,0.345,17,2017/1/10,0.402,22,BKN
老鹰119-114公牛,主,94,27,26,114,0.769,16,5,负,29,42,47,43,8,20,13,6,芝加哥公牛,0.296,6,2017/1/25,0.457,18,CHI
老鹰120-131魔术,客,87,34,20,131,0.7,17,5,胜,23,28,26,51,15,14,5,7,奥兰多魔术,0.441,9,2016/12/13,0.586,36,ORL
老鹰123-116凯尔特,客,90,43,34,116,0.794,29,4,负,28,38,79,37,15,27,10,9,波士顿凯尔特人,0.349,12,2017/4/6,0.411,28,BOS
老鹰125-121猛龙,主,86,21,26,121,0.654,27,5,负,20,28,26,47,10,17,8,7,多伦多猛龙,0.476,9,2016/12/16,0.547,20,TOR
老鹰126-125骑士,客,98,46,20,125,0.8,27,3,负,40,53,80,45,19,16,13,4,克里夫兰骑士,0.413,14,2017/4/9,0.459,28,CLE
老鹰130-135骑士,客,86,46,20,135,0.8,24,5,胜,28,33,60,47,25,16,5,7,克里夫兰骑士,0.543,14,2017/3/3,0.547,31,CLE
老鹰142-139尼克斯,客,128,51,23,139,0.826,39,11,负,48,63,49,51,18,19,15,9,纽约尼克斯,0.353,12,2017/1/29,0.398,32,NYK
老鹰68-95爵士,主,80,34,18,95,0.833,16,9,胜,46,55,17,35,10,15,9,9,犹他爵士,0.294,16,2016/11/25,0.438,17,UTA
老鹰82-91篮网,主,82,33,20,91,0.85,22,7,胜,43,51,77,32,10,17,8,11,布鲁克林篮网,0.303,19,2017/4/2,0.39,21,BKN
老鹰84-128猛龙,主,92,24,11,128,0.818,17,7,胜,36,48,20,53,13,9,12,14,多伦多猛龙,0.542,12,2016/12/3,0.576,28,TOR
老鹰84-92森林狼,客,83,29,14,92,0.929,11,6,胜,37,52,28,35,9,13,15,6,明尼苏达森林狼,0.31,17,2016/12/21,0.422,21,MIN
老鹰84-99快船,主,79,37,12,99,0.917,17,3,胜,35,40,56,37,14,11,5,18,洛杉矶快船,0.378,16,2017/2/15,0.468,24,LAC
老鹰85-121活塞,客,89,29,12,121,0.667,15,3,胜,43,54,21,48,17,8,11,4,底特律活塞,0.586,15,2016/12/2,0.539,28,DET
老鹰86-104步行者,主,82,24,19,104,0.842,14,7,胜,33,41,82,39,10,16,8,5,印第安纳步行者,0.417,10,2017/4/12,0.476,21,IND
老鹰86-105魔术,主,81,27,24,105,0.958,23,8,胜,40,47,60,37,8,23,7,11,奥兰多魔术,0.296,13,2017/2/25,0.457,21,ORL
