Date,HomeTeam,AwayTeam,GameID,Home Result,"Home Score ","Away Score ",TEAM1,TEAM2,Round,Start (ET),HOME,Season,Opponent,Result,Tm,Opp,W,L,Streak
2019-03-04 00:00:00.000,"NOP","UTA","2019/3/4_NOP:UTA",27,115,112,"UTA","NOP","63","9:00p","AWAY","2019","New Orleans Pelicans","L","112","115","36","27","L 1"
2019-03-09 00:00:00.000,"CHO","MIL","2019/3/9_CHO:MIL",30,114,131,"CHO","MIL","66","9:00p","HOME","2019","Milwaukee Bucks","L","114","131","30","36","L 1"
2019-03-16 00:00:00.000,"IND","DEN","2019/3/16_IND:DEN",44,100,102,"IND","DEN","70","9:00p","HOME","2019","Denver Nuggets","L","100","102","44","26","L 1"
2019-03-29 00:00:00.000,"WAS","UTA","2019/3/29_WAS:UTA",31,124,128,"WAS","UTA","77","9:00p","HOME","2019","Utah Jazz","L","124","128","31","46","L 1"
2019-04-03 00:00:00.000,"SAS","DEN","2019/4/3_SAS:DEN",45,85,113,"SAS","DEN","79","9:00p","HOME","2019","Denver Nuggets","L","85","113","45","34","L 1"
2019-10-23 00:00:00.000,"OKC","UTA","2019/10/23_OKC:UTA",0,95,100,"OKC","UTA","1","9:00p","HOME","2020","Utah Jazz","L","95","100","0","1","L 1"
2019-10-29 00:00:00.000,"DAL","DEN","2019/10/29_DAL:DEN",1,109,106,"DEN","DAL","4","9:00p","AWAY","2020","Dallas Mavericks","L","106","109","3","1","L 1"
2019-11-12 00:00:00.000,"ATL","DEN","2019/11/12_ATL:DEN",3,125,121,"DEN","ATL","10","9:00p","AWAY","2020","Atlanta Hawks","L","121","125","7","3","L 1"
2019-11-18 00:00:00.000,"BOS","PHO","2019/11/18_BOS:PHO",5,99,85,"PHO","BOS","12","9:00p","AWAY","2020","Boston Celtics","L","85","99","7","5","L 1"
2019-11-20 00:00:00.000,"HOU","DEN","2019/11/20_HOU:DEN",11,95,105,"HOU","DEN","15","9:00p","HOME","2020","Denver Nuggets","L","95","105","11","4","L 1"
2019-11-23 00:00:00.000,"NOP","UTA","2019/11/23_NOP:UTA",6,120,128,"NOP","UTA","16","9:00p","HOME","2020","Utah Jazz","L","120","128","6","10","L 1"
2019-12-09 00:00:00.000,"OKC","UTA","2019/12/9_OKC:UTA",11,104,90,"UTA","OKC","24","9:00p","AWAY","2020","Oklahoma City Thunder","L","90","104","13","11","L 1"
2019-12-11 00:00:00.000,"MEM","PHO","2019/12/11_MEM:PHO",13,115,108,"PHO","MEM","24","9:00p","AWAY","2020","Memphis Grizzlies","L","108","115","11","13","L 1"
2019-12-12 00:00:00.000,"DAL","DET","2019/12/12_DAL:DET",15,122,111,"DET","DAL","25","9:00p","AWAY","2020","Dallas Mavericks","L","111","122","10","15","L 1"
2020-01-03 00:00:00.000,"NYK","PHO","2020/1/3_NYK:PHO",10,112,120,"NYK","PHO","35","9:00p","HOME","2020","Phoenix Suns","L","112","120","10","25","L 1"
2020-01-20 00:00:00.000,"IND","UTA","2020/1/20_IND:UTA",28,88,118,"IND","UTA","44","9:00p","HOME","2020","Utah Jazz","L","88","118","28","16","L 1"
2020-01-20 00:00:00.000,"SAS","PHO","2020/1/20_SAS:PHO",25,120,118,"PHO","SAS","43","9:00p","AWAY","2020","San Antonio Spurs","L","118","120","18","25","L 1"
2020-01-26 00:00:00.000,"IND","POR","2020/1/26_IND:POR",30,129,139,"IND","POR","47","9:00p","HOME","2020","Portland Trail Blazers","L","129","139","30","17","L 1"
2020-01-27 00:00:00.000,"HOU","UTA","2020/1/27_HOU:UTA",14,126,117,"UTA","HOU","46","9:00p","AWAY","2020","Houston Rockets","L","117","126","32","14","L 1"
2020-01-31 00:00:00.000,"OKC","PHO","2020/1/31_OKC:PHO",28,111,107,"PHO","OKC","48","9:00p","AWAY","2020","Oklahoma City Thunder","L","107","111","20","28","L 1"
2020-01-31 00:00:00.000,"DEN","MIL","2020/1/31_DEN:MIL",7,127,115,"MIL","DEN","48","9:00p","AWAY","2020","Denver Nuggets","L","115","127","41","7","L 1"
2015-10-27 00:00:00.000,"NOP","GSW","2015/10/27_NOP:GSW",0,95,111,"NOP","GSW","1","10:30p","HOME","2016","Golden State Warriors","L","95","111","0","1","L 1"
2015-10-28 00:00:00.000,"MIN","LAL","2015/10/28_MIN:LAL",1,112,111,"LAL","MIN","1","10:30p","AWAY","2016","Minnesota Timberwolves","L","111","112","0","1","L 1"
2015-10-31 00:00:00.000,"SAC","LAC","2015/10/31_SAC:LAC",1,109,114,"SAC","LAC","3","10:30p","HOME","2016","Los Angeles Clippers","L","109","114","1","2","L 1"
2015-11-02 00:00:00.000,"MEM","GSW","2015/11/2_MEM:GSW",2,69,119,"MEM","GSW","4","10:30p","HOME","2016","Golden State Warriors","L","69","119","2","2","L 1"
2015-11-05 00:00:00.000,"MEM","POR","2015/11/5_MEM:POR",3,96,115,"MEM","POR","6","10:30p","HOME","2016","Portland Trail Blazers","L","96","115","3","3","L 1"
2015-11-19 00:00:00.000,"GSW","LAC","2015/11/19_GSW:LAC",5,124,117,"LAC","GSW","11","10:30p","AWAY","2016","Golden State Warriors","L","117","124","6","5","L 1"
2015-11-20 00:00:00.000,"CHI","GSW","2015/11/20_CHI:GSW",8,94,106,"CHI","GSW","12","10:30p","HOME","2016","Golden State Warriors","L","94","106","8","4","L 1"
2015-11-25 00:00:00.000,"UTA","LAC","2015/11/25_UTA:LAC",8,102,91,"LAC","UTA","15","10:30p","AWAY","2016","Utah Jazz","L","91","102","7","8","L 1"
2015-11-27 00:00:00.000,"NOP","LAC","2015/11/27_NOP:LAC",4,90,111,"NOP","LAC","16","10:30p","HOME","2016","Los Angeles Clippers","L","90","111","4","12","L 1"
2015-11-30 00:00:00.000,"POR","LAC","2015/11/30_POR:LAC",7,87,102,"POR","LAC","18","10:30p","HOME","2016","Los Angeles Clippers","L","87","102","7","11","L 1"
2015-12-05 00:00:00.000,"ORL","LAC","2015/12/5_ORL:LAC",11,101,103,"ORL","LAC","20","10:30p","HOME","2016","Los Angeles Clippers","L","101","103","11","9","L 1"
2015-12-15 00:00:00.000,"MIL","LAL","2015/12/15_MIL:LAL",10,95,113,"MIL","LAL","26","10:30p","HOME","2016","Los Angeles Lakers","L","95","113","10","16","L 1"
2015-12-23 00:00:00.000,"UTA","GSW","2015/12/23_UTA:GSW",12,85,103,"UTA","GSW","27","10:30p","HOME","2016","Golden State Warriors","L","85","103","12","15","L 1"
2016-01-05 00:00:00.000,"GSW","LAL","2016/1/5_GSW:LAL",28,109,88,"LAL","GSW","36","10:30p","AWAY","2016","Golden State Warriors","L","88","109","8","28","L 1"
2016-01-20 00:00:00.000,"ATL","POR","2016/1/20_ATL:POR",26,104,98,"POR","ATL","45","10:30p","AWAY","2016","Atlanta Hawks","L","98","104","19","26","L 1"
2016-02-03 00:00:00.000,"MIN","LAC","2016/2/3_MIN:LAC",17,108,102,"LAC","MIN","49","10:30p","AWAY","2016","Minnesota Timberwolves","L","102","108","32","17","L 1"
2016-02-18 00:00:00.000,"SAS","LAC","2016/2/18_SAS:LAC",45,86,105,"SAS","LAC","54","10:30p","HOME","2016","Los Angeles Clippers","L","86","105","45","9","L 1"
2016-02-19 00:00:00.000,"BOS","UTA","2016/2/19_BOS:UTA",32,93,111,"BOS","UTA","56","10:30p","HOME","2016","Utah Jazz","L","93","111","32","24","L 1"
2016-02-24 00:00:00.000,"SAS","SAC","2016/2/24_SAS:SAC",32,108,92,"SAC","SAS","56","10:30p","AWAY","2016","San Antonio Spurs","L","92","108","24","32","L 1"
2016-02-24 00:00:00.000,"DEN","LAC","2016/2/24_DEN:LAC",20,87,81,"LAC","DEN","57","10:30p","AWAY","2016","Denver Nuggets","L","81","87","37","20","L 1"
2016-02-29 00:00:00.000,"BRK","LAC","2016/2/29_BRK:LAC",17,95,105,"BRK","LAC","60","10:30p","HOME","2016","Los Angeles Clippers","L","95","105","17","43","L 1"
2016-03-05 00:00:00.000,"ATL","LAC","2016/3/5_ATL:LAC",21,107,97,"LAC","ATL","61","10:30p","AWAY","2016","Atlanta Hawks","L","97","107","40","21","L 1"
2016-04-05 00:00:00.000,"MIN","GSW","2016/4/5_MIN:GSW",9,124,117,"GSW","MIN","78","10:30p","AWAY","2016","Minnesota Timberwolves","L","117","124","69","9","L 1"
2016-04-07 00:00:00.000,"SAS","GSW","2016/4/7_SAS:GSW",65,101,112,"SAS","GSW","78","10:30p","HOME","2016","Golden State Warriors","L","101","112","65","13","L 1"
2016-04-09 00:00:00.000,"MIN","POR","2016/4/9_MIN:POR",38,106,105,"POR","MIN","81","10:30p","AWAY","2016","Minnesota Timberwolves","L","105","106","43","38","L 1"
2016-10-25 00:00:00.000,"SAS","GSW","2016/10/25_SAS:GSW",1,129,100,"GSW","SAS","1","10:30p","AWAY","2017","San Antonio Spurs","L","100","129","0","1","L 1"
2016-10-26 00:00:00.000,"HOU","LAL","2016/10/26_HOU:LAL",0,114,120,"HOU","LAL","1","10:30p","HOME","2017","Los Angeles Lakers","L","114","120","0","1","L 1"
2016-10-27 00:00:00.000,"LAC","POR","2016/10/27_LAC:POR",1,114,106,"POR","LAC","2","10:30p","AWAY","2017","Los Angeles Clippers","L","106","114","1","1","L 1"
2016-11-04 00:00:00.000,"GSW","LAL","2016/11/4_GSW:LAL",4,97,117,"GSW","LAL","6","10:30p","HOME","2017","Los Angeles Lakers","L","97","117","4","2","L 1"
2016-11-07 00:00:00.000,"DET","LAC","2016/11/7_DET:LAC",4,82,114,"DET","LAC","7","10:30p","HOME","2017","Los Angeles Clippers","L","82","114","4","3","L 1"
2016-11-08 00:00:00.000,"DAL","LAL","2016/11/8_DAL:LAL",4,109,97,"LAL","DAL","8","10:30p","AWAY","2017","Dallas Mavericks","L","97","109","4","4","L 1"
2016-11-09 00:00:00.000,"POR","LAC","2016/11/9_POR:LAC",5,80,111,"POR","LAC","9","10:30p","HOME","2017","Los Angeles Clippers","L","80","111","5","4","L 1"
2016-11-09 00:00:00.000,"DAL","GSW","2016/11/9_DAL:GSW",2,95,116,"DAL","GSW","8","10:30p","HOME","2017","Golden State Warriors","L","95","116","2","6","L 1"
2016-11-10 00:00:00.000,"LAL","SAC","2016/11/10_LAL:SAC",6,101,91,"SAC","LAL","10","10:30p","AWAY","2017","Los Angeles Lakers","L","91","101","4","6","L 1"
2016-11-14 00:00:00.000,"BRK","LAC","2016/11/14_BRK:LAC",4,95,127,"BRK","LAC","10","10:30p","HOME","2017","Los Angeles Clippers","L","95","127","4","6","L 1"
2016-11-16 00:00:00.000,"MEM","LAC","2016/11/16_MEM:LAC",2,111,107,"LAC","MEM","12","10:30p","AWAY","2017","Memphis Grizzlies","L","107","111","10","2","L 1"
2016-11-25 00:00:00.000,"HOU","SAC","2016/11/25_HOU:SAC",10,117,104,"SAC","HOU","16","10:30p","AWAY","2017","Houston Rockets","L","104","117","6","10","L 1"
2016-11-26 00:00:00.000,"MIN","GSW","2016/11/26_MIN:GSW",5,102,115,"MIN","GSW","16","10:30p","HOME","2017","Golden State Warriors","L","102","115","5","11","L 1"
2016-12-01 00:00:00.000,"HOU","GSW","2016/12/1_HOU:GSW",3,132,127,"GSW","HOU","19","10:30p","AWAY","2017","Houston Rockets","L","127","132","16","3","L 1"
2016-12-03 00:00:00.000,"PHO","GSW","2016/12/3_PHO:GSW",6,109,138,"PHO","GSW","20","10:30p","HOME","2017","Golden State Warriors","L","109","138","6","14","L 1"
2016-12-09 00:00:00.000,"NYK","SAC","2016/12/9_NYK:SAC",14,103,100,"SAC","NYK","22","10:30p","AWAY","2017","New York Knicks","L","100","103","8","14","L 1"
2016-12-13 00:00:00.000,"OKC","POR","2016/12/13_OKC:POR",15,95,114,"OKC","POR","25","10:30p","HOME","2017","Portland Trail Blazers","L","95","114","15","10","L 1"
2016-12-20 00:00:00.000,"UTA","GSW","2016/12/20_UTA:GSW",18,74,104,"UTA","GSW","29","10:30p","HOME","2017","Golden State Warriors","L","74","104","18","11","L 1"
2016-12-20 00:00:00.000,"DEN","LAC","2016/12/20_DEN:LAC",12,102,119,"DEN","LAC","29","10:30p","HOME","2017","Los Angeles Clippers","L","102","119","12","17","L 1"
2016-12-23 00:00:00.000,"DAL","LAC","2016/12/23_DAL:LAC",9,90,88,"LAC","DAL","31","10:30p","AWAY","2017","Dallas Mavericks","L","88","90","22","9","L 1"
2016-12-30 00:00:00.000,"DAL","GSW","2016/12/30_DAL:GSW",10,99,108,"DAL","GSW","34","10:30p","HOME","2017","Golden State Warriors","L","99","108","10","24","L 1"
2017-01-03 00:00:00.000,"MEM","LAL","2017/1/3_MEM:LAL",22,102,116,"MEM","LAL","37","10:30p","HOME","2017","Los Angeles Lakers","L","102","116","22","15","L 1"
2017-01-04 00:00:00.000,"MIA","SAC","2017/1/4_MIA:SAC",20,107,102,"SAC","MIA","35","10:30p","AWAY","2017","Miami Heat","L","102","107","15","20","L 1"
2017-01-04 00:00:00.000,"POR","GSW","2017/1/4_POR:GSW",15,117,125,"POR","GSW","37","10:30p","HOME","2017","Golden State Warriors","L","117","125","15","22","L 1"
2017-01-05 00:00:00.000,"LAL","POR","2017/1/5_LAL:POR",13,109,118,"LAL","POR","39","10:30p","HOME","2017","Portland Trail Blazers","L","109","118","13","26","L 1"
2017-01-10 00:00:00.000,"DET","SAC","2017/1/10_DET:SAC",18,94,100,"DET","SAC","40","10:30p","HOME","2017","Sacramento Kings","L","94","100","18","22","L 1"
2017-01-13 00:00:00.000,"CLE","SAC","2017/1/13_CLE:SAC",23,120,108,"SAC","CLE","39","10:30p","AWAY","2017","Cleveland Cavaliers","L","108","120","16","23","L 1"
2017-01-16 00:00:00.000,"OKC","LAC","2017/1/16_OKC:LAC",25,98,120,"OKC","LAC","43","10:30p","HOME","2017","Los Angeles Clippers","L","98","120","25","18","L 1"
2017-01-31 00:00:00.000,"DEN","LAL","2017/1/31_DEN:LAL",21,116,120,"DEN","LAL","47","10:30p","HOME","2017","Los Angeles Lakers","L","116","120","21","26","L 1"
2017-02-03 00:00:00.000,"DAL","POR","2017/2/3_DAL:POR",29,108,104,"POR","DAL","51","10:30p","AWAY","2017","Dallas Mavericks","L","104","108","22","29","L 1"
2017-02-04 00:00:00.000,"GSW","SAC","2017/2/4_GSW:SAC",43,106,109,"GSW","SAC","51","10:30p","HOME","2017","Sacramento Kings","L","106","109","43","8","L 1"
2017-02-08 00:00:00.000,"BOS","SAC","2017/2/8_BOS:SAC",33,92,108,"BOS","SAC","52","10:30p","HOME","2017","Sacramento Kings","L","92","108","33","19","L 1"
2017-02-09 00:00:00.000,"BOS","POR","2017/2/9_BOS:POR",31,120,111,"POR","BOS","54","10:30p","AWAY","2017","Boston Celtics","L","111","120","23","31","L 1"
2017-02-10 00:00:00.000,"ATL","SAC","2017/2/10_ATL:SAC",31,107,108,"ATL","SAC","54","10:30p","HOME","2017","Sacramento Kings","L","107","108","31","23","L 1"
2017-02-23 00:00:00.000,"LAC","GSW","2017/2/23_LAC:GSW",35,113,123,"LAC","GSW","57","10:30p","HOME","2017","Golden State Warriors","L","113","123","35","22","L 1"
2017-03-02 00:00:00.000,"OKC","POR","2017/3/2_OKC:POR",35,109,114,"OKC","POR","61","10:30p","HOME","2017","Portland Trail Blazers","L","109","114","35","26","L 1"
2017-03-08 00:00:00.000,"BOS","GSW","2017/3/8_BOS:GSW",12,99,86,"GSW","BOS","64","10:30p","AWAY","2017","Boston Celtics","L","86","99","52","12","L 1"
2017-03-14 00:00:00.000,"PHI","GSW","2017/3/14_PHI:GSW",24,104,106,"PHI","GSW","67","10:30p","HOME","2017","Golden State Warriors","L","104","106","24","43","L 1"
2017-04-04 00:00:00.000,"MIN","GSW","2017/4/4_MIN:GSW",31,107,121,"MIN","GSW","77","10:30p","HOME","2017","Golden State Warriors","L","107","121","31","46","L 1"
2017-04-07 00:00:00.000,"SAC","LAL","2017/4/7_SAC:LAL",31,94,98,"SAC","LAL","79","10:30p","HOME","2017","Los Angeles Lakers","L","94","98","31","48","L 1"
2017-04-10 00:00:00.000,"UTA","GSW","2017/4/10_UTA:GSW",15,105,99,"GSW","UTA","81","10:30p","AWAY","2017","Utah Jazz","L","99","105","66","15","L 1"
2017-04-11 00:00:00.000,"PHO","SAC","2017/4/11_PHO:SAC",24,104,129,"PHO","SAC","82","10:30p","HOME","2017","Sacramento Kings","L","104","129","24","58","L 1"
2017-10-17 00:00:00.000,"HOU","GSW","2017/10/17_HOU:GSW",1,122,121,"GSW","HOU","1","10:30p","AWAY","2018","Houston Rockets","L","121","122","0","1","L 1"
2017-10-24 00:00:00.000,"UTA","LAC","2017/10/24_UTA:LAC",2,84,102,"UTA","LAC","4","10:30p","HOME","2018","Los Angeles Clippers","L","84","102","2","2","L 1"
2017-10-28 00:00:00.000,"DET","LAC","2017/10/28_DET:LAC",1,95,87,"LAC","DET","5","10:30p","AWAY","2018","Detroit Pistons","L","87","95","4","1","L 1"
2017-10-31 00:00:00.000,"DET","LAL","2017/10/31_DET:LAL",5,93,113,"DET","LAL","8","10:30p","HOME","2018","Los Angeles Lakers","L","93","113","5","3","L 1"
2017-11-02 00:00:00.000,"LAL","POR","2017/11/2_LAL:POR",3,110,113,"LAL","POR","8","10:30p","HOME","2018","Portland Trail Blazers","L","110","113","3","5","L 1"
2017-11-06 00:00:00.000,"MIA","GSW","2017/11/6_MIA:GSW",4,80,97,"MIA","GSW","10","10:30p","HOME","2018","Golden State Warriors","L","80","97","4","6","L 1"
2017-11-15 00:00:00.000,"PHI","LAL","2017/11/15_PHI:LAL",9,115,109,"LAL","PHI","15","10:30p","AWAY","2018","Philadelphia 76ers","L","109","115","6","9","L 1"
2017-11-22 00:00:00.000,"LAL","SAC","2017/11/22_LAL:SAC",8,102,113,"LAL","SAC","19","10:30p","HOME","2018","Sacramento Kings","L","102","113","8","11","L 1"
2017-11-27 00:00:00.000,"SAC","GSW","2017/11/27_SAC:GSW",6,110,106,"GSW","SAC","21","10:30p","AWAY","2018","Sacramento Kings","L","106","110","15","6","L 1"
2017-12-11 00:00:00.000,"TOR","LAC","2017/12/11_TOR:LAC",17,91,96,"TOR","LAC","25","10:30p","HOME","2018","Los Angeles Clippers","L","91","96","17","8","L 1"
2017-12-20 00:00:00.000,"PHO","LAC","2017/12/20_PHO:LAC",11,95,108,"PHO","LAC","33","10:30p","HOME","2018","Los Angeles Clippers","L","95","108","11","22","L 1"
2017-12-21 00:00:00.000,"SAS","UTA","2017/12/21_SAS:UTA",22,89,100,"SAS","UTA","33","10:30p","HOME","2018","Utah Jazz","L","89","100","22","11","L 1"
2017-12-28 00:00:00.000,"PHI","POR","2017/12/28_PHI:POR",15,110,114,"PHI","POR","34","10:30p","HOME","2018","Portland Trail Blazers","L","110","114","15","19","L 1"
2017-12-29 00:00:00.000,"CHO","GSW","2017/12/29_CHO:GSW",8,111,100,"GSW","CHO","36","10:30p","AWAY","2018","Charlotte Hornets","L","100","111","28","8","L 1"
2018-01-02 00:00:00.000,"MEM","LAC","2018/1/2_MEM:LAC",12,105,113,"MEM","LAC","38","10:30p","HOME","2018","Los Angeles Clippers","L","105","113","12","26","L 1"
2018-01-10 00:00:00.000,"LAC","GSW","2018/1/10_LAC:GSW",9,125,106,"GSW","LAC","42","10:30p","AWAY","2018","Los Angeles Clippers","L","106","125","33","9","L 1"
2018-01-11 00:00:00.000,"SAS","LAL","2018/1/11_SAS:LAL",28,81,93,"SAS","LAL","43","10:30p","HOME","2018","Los Angeles Lakers","L","81","93","28","15","L 1"
2018-01-17 00:00:00.000,"DEN","LAC","2018/1/17_DEN:LAC",23,104,109,"DEN","LAC","45","10:30p","HOME","2018","Los Angeles Clippers","L","104","109","23","22","L 1"
2018-01-19 00:00:00.000,"NYK","UTA","2018/1/19_NYK:UTA",27,117,115,"UTA","NYK","45","10:30p","AWAY","2018","New York Knicks","L","115","117","18","27","L 1"
2018-02-09 00:00:00.000,"POR","SAC","2018/2/9_POR:SAC",37,118,100,"SAC","POR","54","10:30p","AWAY","2018","Portland Trail Blazers","L","100","118","17","37","L 1"
2018-02-22 00:00:00.000,"LAC","GSW","2018/2/22_LAC:GSW",30,127,134,"LAC","GSW","57","10:30p","HOME","2018","Golden State Warriors","L","127","134","30","27","L 1"
2018-03-05 00:00:00.000,"POR","LAL","2018/3/5_POR:LAL",35,108,103,"LAL","POR","63","10:30p","AWAY","2018","Portland Trail Blazers","L","103","108","28","35","L 1"
2018-03-08 00:00:00.000,"SAS","GSW","2018/3/8_SAS:GSW",37,107,110,"SAS","GSW","65","10:30p","HOME","2018","Golden State Warriors","L","107","110","37","28","L 1"
2018-03-09 00:00:00.000,"CLE","LAC","2018/3/9_CLE:LAC",38,102,116,"CLE","LAC","65","10:30p","HOME","2018","Los Angeles Clippers","L","102","116","38","27","L 1"
2018-03-12 00:00:00.000,"MIA","POR","2018/3/12_MIA:POR",36,99,115,"MIA","POR","68","10:30p","HOME","2018","Portland Trail Blazers","L","99","115","36","32","L 1"
2018-03-27 00:00:00.000,"MIL","LAC","2018/3/27_MIL:LAC",39,98,105,"MIL","LAC","74","10:30p","HOME","2018","Los Angeles Clippers","L","98","105","39","35","L 1"
2018-03-30 00:00:00.000,"LAC","POR","2018/3/30_LAC:POR",41,96,105,"LAC","POR","76","10:30p","HOME","2018","Portland Trail Blazers","L","96","105","41","35","L 1"
2018-03-30 00:00:00.000,"MIL","LAL","2018/3/30_MIL:LAL",42,124,122,"LAL","MIL","75","10:30p","AWAY","2018","Milwaukee Bucks","L","122","124","33","42","L 1"
2018-04-03 00:00:00.000,"SAS","LAC","2018/4/3_SAS:LAC",45,110,113,"SAS","LAC","78","10:30p","HOME","2018","Los Angeles Clippers","L","110","113","45","33","L 1"
2018-04-11 00:00:00.000,"HOU","SAC","2018/4/11_HOU:SAC",65,83,96,"HOU","SAC","82","10:30p","HOME","2018","Sacramento Kings","L","83","96","65","17","L 1"
2018-04-11 00:00:00.000,"UTA","POR","2018/4/11_UTA:POR",48,93,102,"UTA","POR","82","10:30p","HOME","2018","Portland Trail Blazers","L","93","102","48","34","L 1"
2018-10-18 00:00:00.000,"LAL","POR","2018/10/18_LAL:POR",0,119,128,"LAL","POR","1","10:30p","HOME","2019","Portland Trail Blazers","L","119","128","0","1","L 1"
2018-10-25 00:00:00.000,"DEN","LAL","2018/10/25_DEN:LAL",4,114,121,"DEN","LAL","5","10:30p","HOME","2019","Los Angeles Lakers","L","114","121","4","1","L 1"
2018-11-02 00:00:00.000,"MIN","GSW","2018/11/2_MIN:GSW",4,99,116,"MIN","GSW","9","10:30p","HOME","2019","Golden State Warriors","L","99","116","4","5","L 1"
2018-11-30 00:00:00.000,"DAL","LAL","2018/11/30_DAL:LAL",10,103,114,"DAL","LAL","20","10:30p","HOME","2019","Los Angeles Lakers","L","103","114","10","10","L 1"
2018-11-30 00:00:00.000,"DEN","POR","2018/11/30_DEN:POR",9,113,112,"POR","DEN","22","10:30p","AWAY","2019","Denver Nuggets","L","112","113","13","9","L 1"
2018-12-10 00:00:00.000,"MIA","LAL","2018/12/10_MIA:LAL",11,105,108,"MIA","LAL","26","10:30p","HOME","2019","Los Angeles Lakers","L","105","108","11","15","L 1"
2018-12-11 00:00:00.000,"TOR","LAC","2018/12/11_TOR:LAC",10,123,99,"LAC","TOR","27","10:30p","AWAY","2019","Toronto Raptors","L","99","123","17","10","L 1"
2018-12-13 00:00:00.000,"DAL","PHO","2018/12/13_DAL:PHO",15,89,99,"DAL","PHO","27","10:30p","HOME","2019","Phoenix Suns","L","89","99","15","12","L 1"
2018-12-25 00:00:00.000,"POR","UTA","2018/12/25_POR:UTA",19,96,117,"POR","UTA","34","10:30p","HOME","2019","Utah Jazz","L","96","117","19","15","L 1"
2018-12-26 00:00:00.000,"SAC","LAC","2018/12/26_SAC:LAC",18,118,127,"SAC","LAC","34","10:30p","HOME","2019","Los Angeles Clippers","L","118","127","18","16","L 1"
2019-01-03 00:00:00.000,"HOU","GSW","2019/1/3_HOU:GSW",14,135,134,"GSW","HOU","39","10:30p","AWAY","2019","Houston Rockets","L","134","135","25","14","L 1"
2019-01-23 00:00:00.000,"DEN","UTA","2019/1/23_DEN:UTA",31,108,114,"DEN","UTA","46","10:30p","HOME","2019","Utah Jazz","L","108","114","31","15","L 1"
2019-01-30 00:00:00.000,"UTA","POR","2019/1/30_UTA:POR",29,105,132,"UTA","POR","52","10:30p","HOME","2019","Portland Trail Blazers","L","105","132","29","23","L 1"
2019-02-05 00:00:00.000,"MIA","POR","2019/2/5_MIA:POR",21,118,108,"POR","MIA","53","10:30p","AWAY","2019","Miami Heat","L","108","118","32","21","L 1"
2019-02-12 00:00:00.000,"UTA","GSW","2019/2/12_UTA:GSW",32,108,115,"UTA","GSW","57","10:30p","HOME","2019","Golden State Warriors","L","108","115","32","25","L 1"
2019-03-01 00:00:00.000,"MIL","LAL","2019/3/1_MIL:LAL",32,131,120,"LAL","MIL","62","10:30p","AWAY","2019","Milwaukee Bucks","L","120","131","30","32","L 1"
2019-03-05 00:00:00.000,"BOS","GSW","2019/3/5_BOS:GSW",20,128,95,"GSW","BOS","64","10:30p","AWAY","2019","Boston Celtics","L","95","128","44","20","L 1"
2019-03-11 00:00:00.000,"BOS","LAC","2019/3/11_BOS:LAC",41,115,140,"BOS","LAC","68","10:30p","HOME","2019","Los Angeles Clippers","L","115","140","41","27","L 1"
2019-03-12 00:00:00.000,"POR","LAC","2019/3/12_POR:LAC",30,125,104,"LAC","POR","69","10:30p","AWAY","2019","Portland Trail Blazers","L","104","125","39","30","L 1"
2019-03-12 00:00:00.000,"MIN","DEN","2019/3/12_MIN:DEN",32,107,133,"MIN","DEN","68","10:30p","HOME","2019","Denver Nuggets","L","107","133","32","36","L 1"
2019-03-27 00:00:00.000,"LAL","UTA","2019/3/27_LAL:UTA",33,100,115,"LAL","UTA","75","10:30p","HOME","2019","Utah Jazz","L","100","115","33","42","L 1"
2019-03-29 00:00:00.000,"CHO","LAL","2019/3/29_CHO:LAL",35,115,129,"CHO","LAL","75","10:30p","HOME","2019","Los Angeles Lakers","L","115","129","35","40","L 1"
2019-04-09 00:00:00.000,"POR","LAL","2019/4/9_POR:LAL",45,104,101,"LAL","POR","82","10:30p","AWAY","2019","Portland Trail Blazers","L","101","104","37","45","L 1"
2019-10-29 00:00:00.000,"MEM","LAL","2019/10/29_MEM:LAL",1,91,120,"MEM","LAL","4","10:30p","HOME","2020","Los Angeles Lakers","L","91","120","1","3","L 1"
2019-10-30 00:00:00.000,"PHO","GSW","2019/10/30_PHO:GSW",3,121,110,"GSW","PHO","4","10:30p","AWAY","2020","Phoenix Suns","L","110","121","1","3","L 1"
2019-11-15 00:00:00.000,"SAC","LAL","2019/11/15_SAC:LAL",4,97,99,"SAC","LAL","11","10:30p","HOME","2020","Los Angeles Lakers","L","97","99","4","7","L 1"
2019-11-18 00:00:00.000,"OKC","LAC","2019/11/18_OKC:LAC",5,88,90,"OKC","LAC","13","10:30p","HOME","2020","Los Angeles Clippers","L","88","90","5","8","L 1"
2019-11-29 00:00:00.000,"WAS","LAL","2019/11/29_WAS:LAL",6,103,125,"WAS","LAL","17","10:30p","HOME","2020","Los Angeles Lakers","L","103","125","6","11","L 1"
2019-12-06 00:00:00.000,"LAL","POR","2019/12/6_LAL:POR",14,136,113,"POR","LAL","23","10:30p","AWAY","2020","Los Angeles Lakers","L","113","136","9","14","L 1"
2019-12-09 00:00:00.000,"MEM","GSW","2019/12/9_MEM:GSW",20,110,102,"GSW","MEM","25","10:30p","AWAY","2020","Memphis Grizzlies","L","102","110","5","20","L 1"
2019-12-12 00:00:00.000,"POR","DEN","2019/12/12_POR:DEN",10,99,114,"POR","DEN","26","10:30p","HOME","2020","Denver Nuggets","L","99","114","10","16","L 1"
