Date,HomeTeam,AwayTeam,GameID,Home Result,"Home Score ","Away Score ",TEAM1,TEAM2,Round,Start (ET),HOME,Season,Opponent,Result,Tm,Opp,W,L,Streak
2017-12-07 00:00:00.000,"LAL","PHI","2017/12/7_LAL:PHI",9,107,104,"LAL","PHI","24","8:00p","HOME","2018","Philadelphia 76ers","W","107","104","9","15","W 1"
2017-12-11 00:00:00.000,"CHO","OKC","2017/12/11_CHO:OKC",10,116,103,"CHO","OKC","26","8:00p","HOME","2018","Oklahoma City Thunder","W","116","103","10","16","W 1"
2017-12-13 00:00:00.000,"MIL","NOP","2017/12/13_MIL:NOP",14,108,115,"NOP","MIL","29","8:00p","AWAY","2018","Milwaukee Bucks","W","115","108","15","14","W 1"
2017-12-15 00:00:00.000,"ATL","MEM","2017/12/15_ATL:MEM",20,94,96,"MEM","ATL","29","8:00p","AWAY","2018","Atlanta Hawks","W","96","94","9","20","W 1"
2017-12-16 00:00:00.000,"PHO","MIN","2017/12/16_PHO:MIN",10,108,106,"PHO","MIN","31","8:00p","HOME","2018","Minnesota Timberwolves","W","108","106","10","21","W 1"
2017-12-18 00:00:00.000,"DEN","OKC","2017/12/18_DEN:OKC",15,94,95,"OKC","DEN","30","8:00p","AWAY","2018","Denver Nuggets","W","95","94","15","15","W 1"
2017-12-18 00:00:00.000,"POR","MIN","2017/12/18_POR:MIN",13,107,108,"MIN","POR","31","8:00p","AWAY","2018","Portland Trail Blazers","W","108","107","18","13","W 1"
2017-12-19 00:00:00.000,"CLE","MIL","2017/12/19_CLE:MIL",13,116,119,"MIL","CLE","29","8:00p","AWAY","2018","Cleveland Cavaliers","W","119","116","16","13","W 1"
2017-12-23 00:00:00.000,"LAC","MEM","2017/12/23_LAC:MEM",23,112,115,"MEM","LAC","33","8:00p","AWAY","2018","Los Angeles Clippers","W","115","112","10","23","W 1"
2017-12-29 00:00:00.000,"BRK","MIA","2017/12/29_BRK:MIA",13,111,87,"BRK","MIA","35","8:00p","HOME","2018","Miami Heat","W","111","87","13","22","W 1"
2018-01-08 00:00:00.000,"HOU","CHI","2018/1/8_HOU:CHI",28,116,107,"HOU","CHI","39","8:00p","HOME","2018","Chicago Bulls","W","116","107","28","11","W 1"
2018-01-08 00:00:00.000,"DET","NOP","2018/1/8_DET:NOP",19,109,112,"NOP","DET","39","8:00p","AWAY","2018","Detroit Pistons","W","112","109","20","19","W 1"
2018-01-10 00:00:00.000,"ORL","MIL","2018/1/10_ORL:MIL",18,103,110,"MIL","ORL","40","8:00p","AWAY","2018","Orlando Magic","W","110","103","22","18","W 1"
2018-01-10 00:00:00.000,"NOP","MEM","2018/1/10_NOP:MEM",27,102,105,"MEM","NOP","40","8:00p","AWAY","2018","New Orleans Pelicans","W","105","102","13","27","W 1"
2018-01-12 00:00:00.000,"POR","NOP","2018/1/12_POR:NOP",20,113,119,"NOP","POR","41","8:00p","AWAY","2018","Portland Trail Blazers","W","119","113","21","20","W 1"
2018-01-19 00:00:00.000,"WAS","DET","2018/1/19_WAS:DET",26,122,112,"WAS","DET","46","8:00p","HOME","2018","Detroit Pistons","W","122","112","26","20","W 1"
2018-01-22 00:00:00.000,"PHI","MEM","2018/1/22_PHI:MEM",29,101,105,"MEM","PHI","46","8:00p","AWAY","2018","Philadelphia 76ers","W","105","101","17","29","W 1"
2018-01-26 00:00:00.000,"LAC","MEM","2018/1/26_LAC:MEM",24,109,100,"LAC","MEM","48","8:00p","HOME","2018","Memphis Grizzlies","W","109","100","24","24","W 1"
2018-01-29 00:00:00.000,"PHO","MEM","2018/1/29_PHO:MEM",31,109,120,"MEM","PHO","49","8:00p","AWAY","2018","Phoenix Suns","W","120","109","18","31","W 1"
2018-01-30 00:00:00.000,"SAC","NOP","2018/1/30_SAC:NOP",16,114,103,"SAC","NOP","50","8:00p","HOME","2018","New Orleans Pelicans","W","114","103","16","34","W 1"
2018-02-01 00:00:00.000,"MIL","MIN","2018/2/1_MIL:MIN",22,89,108,"MIN","MIL","55","8:00p","AWAY","2018","Milwaukee Bucks","W","108","89","33","22","W 1"
2018-02-07 00:00:00.000,"MIN","CLE","2018/2/7_MIN:CLE",22,138,140,"CLE","MIN","53","8:00p","AWAY","2018","Minnesota Timberwolves","W","140","138","31","22","W 1"
2018-02-08 00:00:00.000,"BOS","WAS","2018/2/8_BOS:WAS",40,110,104,"BOS","WAS","56","8:00p","HOME","2018","Washington Wizards","W","110","104","40","16","W 1"
2018-02-10 00:00:00.000,"WAS","CHI","2018/2/10_WAS:CHI",32,101,90,"WAS","CHI","56","8:00p","HOME","2018","Chicago Bulls","W","101","90","32","24","W 1"
2018-02-12 00:00:00.000,"ORL","CHI","2018/2/12_ORL:CHI",36,101,105,"CHI","ORL","56","8:00p","AWAY","2018","Orlando Magic","W","105","101","20","36","W 1"
2018-02-26 00:00:00.000,"ORL","OKC","2018/2/26_ORL:OKC",27,105,112,"OKC","ORL","62","8:00p","AWAY","2018","Orlando Magic","W","112","105","35","27","W 1"
2018-03-01 00:00:00.000,"PHI","CLE","2018/3/1_PHI:CLE",33,108,97,"PHI","CLE","60","8:00p","HOME","2018","Cleveland Cavaliers","W","108","97","33","27","W 1"
2018-03-02 00:00:00.000,"DAL","CHI","2018/3/2_DAL:CHI",41,100,108,"CHI","DAL","62","8:00p","AWAY","2018","Dallas Mavericks","W","108","100","21","41","W 1"
2018-03-05 00:00:00.000,"BOS","CHI","2018/3/5_BOS:CHI",45,105,89,"BOS","CHI","65","8:00p","HOME","2018","Chicago Bulls","W","105","89","45","20","W 1"
2018-03-07 00:00:00.000,"MEM","CHI","2018/3/7_MEM:CHI",42,110,119,"CHI","MEM","64","8:00p","AWAY","2018","Memphis Grizzlies","W","119","110","22","42","W 1"
2018-03-14 00:00:00.000,"WAS","BOS","2018/3/14_WAS:BOS",39,125,124,"WAS","BOS","69","8:00p","HOME","2018","Boston Celtics","W","125","124","39","30","W 1"
2018-03-15 00:00:00.000,"CHI","MEM","2018/3/15_CHI:MEM",24,111,110,"CHI","MEM","68","8:00p","HOME","2018","Memphis Grizzlies","W","111","110","24","44","W 1"
2018-03-17 00:00:00.000,"DEN","MEM","2018/3/17_DEN:MEM",50,94,101,"MEM","DEN","69","8:00p","AWAY","2018","Denver Nuggets","W","101","94","19","50","W 1"
2018-03-17 00:00:00.000,"CLE","CHI","2018/3/17_CLE:CHI",40,114,109,"CLE","CHI","69","8:00p","HOME","2018","Chicago Bulls","W","114","109","40","29","W 1"
2018-03-20 00:00:00.000,"OKC","BOS","2018/3/20_OKC:BOS",23,99,100,"BOS","OKC","71","8:00p","AWAY","2018","Oklahoma City Thunder","W","100","99","48","23","W 1"
2018-03-20 00:00:00.000,"LAC","MIN","2018/3/20_LAC:MIN",31,109,123,"MIN","LAC","72","8:00p","AWAY","2018","Los Angeles Clippers","W","123","109","41","31","W 1"
2018-03-21 00:00:00.000,"DEN","CHI","2018/3/21_DEN:CHI",39,135,102,"DEN","CHI","72","8:00p","HOME","2018","Chicago Bulls","W","135","102","39","33","W 1"
2018-03-24 00:00:00.000,"LAL","MEM","2018/3/24_LAL:MEM",32,100,93,"LAL","MEM","72","8:00p","HOME","2018","Memphis Grizzlies","W","100","93","32","40","W 1"
2018-03-26 00:00:00.000,"MEM","MIN","2018/3/26_MEM:MIN",20,101,93,"MEM","MIN","74","8:00p","HOME","2018","Minnesota Timberwolves","W","101","93","20","54","W 1"
2018-03-28 00:00:00.000,"ATL","MIN","2018/3/28_ATL:MIN",33,114,126,"MIN","ATL","76","8:00p","AWAY","2018","Atlanta Hawks","W","126","114","43","33","W 1"
2018-03-29 00:00:00.000,"OKC","SAS","2018/3/29_OKC:SAS",32,99,103,"SAS","OKC","76","8:00p","AWAY","2018","Oklahoma City Thunder","W","103","99","44","32","W 1"
2018-03-30 00:00:00.000,"DEN","OKC","2018/3/30_DEN:OKC",41,126,125,"DEN","OKC","76","8:00p","HOME","2018","Oklahoma City Thunder","W","126","125","41","35","W 1"
2018-04-03 00:00:00.000,"WAS","HOU","2018/4/3_WAS:HOU",15,104,120,"HOU","WAS","78","8:00p","AWAY","2018","Washington Wizards","W","120","104","63","15","W 1"
2018-04-04 00:00:00.000,"MEM","NOP","2018/4/4_MEM:NOP",34,95,123,"NOP","MEM","78","8:00p","AWAY","2018","Memphis Grizzlies","W","123","95","44","34","W 1"
2018-04-05 00:00:00.000,"BRK","MIL","2018/4/5_BRK:MIL",26,119,111,"BRK","MIL","79","8:00p","HOME","2018","Milwaukee Bucks","W","119","111","26","53","W 1"
2018-04-06 00:00:00.000,"SAC","MEM","2018/4/6_SAC:MEM",26,94,93,"SAC","MEM","80","8:00p","HOME","2018","Memphis Grizzlies","W","94","93","26","54","W 1"
2018-04-10 00:00:00.000,"BOS","WAS","2018/4/10_BOS:WAS",38,101,113,"WAS","BOS","81","8:00p","AWAY","2018","Boston Celtics","W","113","101","43","38","W 1"
2018-04-11 00:00:00.000,"WAS","ORL","2018/4/11_WAS:ORL",57,92,101,"ORL","WAS","82","8:00p","AWAY","2018","Washington Wizards","W","101","92","25","57","W 1"
2018-10-16 00:00:00.000,"PHI","BOS","2018/10/16_PHI:BOS",0,87,105,"BOS","PHI","1","8:00p","AWAY","2019","Philadelphia 76ers","W","105","87","1","0","W 1"
2018-10-17 00:00:00.000,"NOP","HOU","2018/10/17_NOP:HOU",1,131,112,"NOP","HOU","1","8:00p","HOME","2019","Houston Rockets","W","131","112","1","0","W 1"
2018-10-18 00:00:00.000,"CHI","PHI","2018/10/18_CHI:PHI",1,108,127,"PHI","CHI","2","8:00p","AWAY","2019","Chicago Bulls","W","127","108","1","1","W 1"
2018-10-24 00:00:00.000,"UTA","HOU","2018/10/24_UTA:HOU",2,100,89,"UTA","HOU","4","8:00p","HOME","2019","Houston Rockets","W","100","89","2","2","W 1"
2018-10-25 00:00:00.000,"BOS","OKC","2018/10/25_BOS:OKC",3,101,95,"BOS","OKC","5","8:00p","HOME","2019","Oklahoma City Thunder","W","101","95","3","2","W 1"
2018-10-26 00:00:00.000,"LAC","HOU","2018/10/26_LAC:HOU",3,133,113,"LAC","HOU","5","8:00p","HOME","2019","Houston Rockets","W","133","113","3","2","W 1"
2018-10-27 00:00:00.000,"PHO","MEM","2018/10/27_PHO:MEM",2,96,117,"MEM","PHO","5","8:00p","AWAY","2019","Phoenix Suns","W","117","96","3","2","W 1"
2018-10-29 00:00:00.000,"LAL","MIN","2018/10/29_LAL:MIN",4,120,124,"MIN","LAL","7","8:00p","AWAY","2019","Los Angeles Lakers","W","124","120","3","4","W 1"
2018-11-04 00:00:00.000,"MEM","PHO","2018/11/4_MEM:PHO",7,100,102,"PHO","MEM","9","8:00p","AWAY","2019","Memphis Grizzlies","W","102","100","2","7","W 1"
2018-11-07 00:00:00.000,"PHI","IND","2018/11/7_PHI:IND",7,100,94,"PHI","IND","12","8:00p","HOME","2019","Indiana Pacers","W","100","94","7","5","W 1"
2018-11-09 00:00:00.000,"IND","MIA","2018/11/9_IND:MIA",8,110,102,"IND","MIA","13","8:00p","HOME","2019","Miami Heat","W","110","102","8","5","W 1"
2018-11-10 00:00:00.000,"WAS","MIA","2018/11/10_WAS:MIA",3,116,110,"WAS","MIA","12","8:00p","HOME","2019","Miami Heat","W","116","110","3","9","W 1"
2018-11-11 00:00:00.000,"MIL","DEN","2018/11/11_MIL:DEN",10,121,114,"MIL","DEN","13","8:00p","HOME","2019","Denver Nuggets","W","121","114","10","3","W 1"
2018-11-14 00:00:00.000,"MEM","MIL","2018/11/14_MEM:MIL",8,116,113,"MEM","MIL","13","8:00p","HOME","2019","Milwaukee Bucks","W","116","113","8","5","W 1"
2018-11-21 00:00:00.000,"DEN","MIN","2018/11/21_DEN:MIN",11,103,101,"DEN","MIN","18","8:00p","HOME","2019","Minnesota Timberwolves","W","103","101","11","7","W 1"
2018-11-21 00:00:00.000,"PHO","CHI","2018/11/21_PHO:CHI",13,116,124,"CHI","PHO","18","8:00p","AWAY","2019","Phoenix Suns","W","124","116","5","13","W 1"
2018-11-23 00:00:00.000,"MIA","CHI","2018/11/23_MIA:CHI",7,103,96,"MIA","CHI","18","8:00p","HOME","2019","Chicago Bulls","W","103","96","7","11","W 1"
2018-11-25 00:00:00.000,"UTA","SAC","2018/11/25_UTA:SAC",9,133,112,"UTA","SAC","20","8:00p","HOME","2019","Sacramento Kings","W","133","112","9","11","W 1"
2018-11-26 00:00:00.000,"BOS","NOP","2018/11/26_BOS:NOP",11,124,107,"BOS","NOP","21","8:00p","HOME","2019","New Orleans Pelicans","W","124","107","11","10","W 1"
2018-11-28 00:00:00.000,"WAS","NOP","2018/11/28_WAS:NOP",11,104,125,"NOP","WAS","22","8:00p","AWAY","2019","Washington Wizards","W","125","104","11","11","W 1"
2018-11-30 00:00:00.000,"HOU","SAS","2018/11/30_HOU:SAS",10,136,105,"HOU","SAS","21","8:00p","HOME","2019","San Antonio Spurs","W","136","105","10","11","W 1"
2018-12-03 00:00:00.000,"LAC","NOP","2018/12/3_LAC:NOP",16,129,126,"LAC","NOP","23","8:00p","HOME","2019","New Orleans Pelicans","W","129","126","16","7","W 1"
2018-12-05 00:00:00.000,"LAC","MEM","2018/12/5_LAC:MEM",9,86,96,"MEM","LAC","23","8:00p","AWAY","2019","Los Angeles Clippers","W","96","86","14","9","W 1"
2018-12-05 00:00:00.000,"DAL","NOP","2018/12/5_DAL:NOP",13,106,132,"NOP","DAL","26","8:00p","AWAY","2019","Dallas Mavericks","W","132","106","13","13","W 1"
2018-12-12 00:00:00.000,"OKC","NOP","2018/12/12_OKC:NOP",15,114,118,"NOP","OKC","30","8:00p","AWAY","2019","Oklahoma City Thunder","W","118","114","15","15","W 1"
2018-12-14 00:00:00.000,"MIA","MEM","2018/12/14_MIA:MEM",12,100,97,"MIA","MEM","28","8:00p","HOME","2019","Memphis Grizzlies","W","100","97","12","16","W 1"
2018-12-19 00:00:00.000,"DET","MIN","2018/12/19_DET:MIN",15,129,123,"DET","MIN","29","8:00p","HOME","2019","Minnesota Timberwolves","W","129","123","15","14","W 1"
2019-01-02 00:00:00.000,"ORL","CHI","2019/1/2_ORL:CHI",17,112,84,"ORL","CHI","37","8:00p","HOME","2019","Chicago Bulls","W","112","84","17","20","W 1"
2019-01-04 00:00:00.000,"ORL","MIN","2019/1/4_ORL:MIN",21,103,120,"MIN","ORL","39","8:00p","AWAY","2019","Orlando Magic","W","120","103","18","21","W 1"
2019-01-05 00:00:00.000,"NOP","CLE","2019/1/5_NOP:CLE",18,133,98,"NOP","CLE","40","8:00p","HOME","2019","Cleveland Cavaliers","W","133","98","18","22","W 1"
2019-01-06 00:00:00.000,"CHO","PHO","2019/1/6_CHO:PHO",19,119,113,"CHO","PHO","39","8:00p","HOME","2019","Phoenix Suns","W","119","113","19","20","W 1"
2019-01-07 00:00:00.000,"DEN","HOU","2019/1/7_DEN:HOU",16,113,125,"HOU","DEN","39","8:00p","AWAY","2019","Denver Nuggets","W","125","113","23","16","W 1"
2019-01-09 00:00:00.000,"SAS","MEM","2019/1/9_SAS:MEM",22,86,96,"MEM","SAS","41","8:00p","AWAY","2019","San Antonio Spurs","W","96","86","19","22","W 1"
2019-01-12 00:00:00.000,"NOP","MIN","2019/1/12_NOP:MIN",22,106,110,"MIN","NOP","43","8:00p","AWAY","2019","New Orleans Pelicans","W","110","106","21","22","W 1"
2019-01-12 00:00:00.000,"SAS","OKC","2019/1/12_SAS:OKC",16,112,122,"OKC","SAS","42","8:00p","AWAY","2019","San Antonio Spurs","W","122","112","26","16","W 1"
2019-01-13 00:00:00.000,"POR","DEN","2019/1/13_POR:DEN",13,113,116,"DEN","POR","42","8:00p","AWAY","2019","Portland Trail Blazers","W","116","113","29","13","W 1"
2019-01-19 00:00:00.000,"MIA","CHI","2019/1/19_MIA:CHI",22,117,103,"MIA","CHI","44","8:00p","HOME","2019","Chicago Bulls","W","117","103","22","22","W 1"
2019-01-23 00:00:00.000,"ATL","CHI","2019/1/23_ATL:CHI",15,121,101,"ATL","CHI","47","8:00p","HOME","2019","Chicago Bulls","W","121","101","15","32","W 1"
2019-01-23 00:00:00.000,"CHO","MEM","2019/1/23_CHO:MEM",23,118,107,"CHO","MEM","47","8:00p","HOME","2019","Memphis Grizzlies","W","118","107","23","24","W 1"
2019-02-11 00:00:00.000,"DAL","HOU","2019/2/11_DAL:HOU",23,104,120,"HOU","DAL","56","8:00p","AWAY","2019","Dallas Mavericks","W","120","104","33","23","W 1"
2019-02-12 00:00:00.000,"SAS","MEM","2019/2/12_SAS:MEM",33,108,107,"SAS","MEM","59","8:00p","HOME","2019","Memphis Grizzlies","W","108","107","33","26","W 1"
2019-02-23 00:00:00.000,"SAC","OKC","2019/2/23_SAC:OKC",31,119,116,"SAC","OKC","59","8:00p","HOME","2019","Oklahoma City Thunder","W","119","116","31","28","W 1"
2019-02-25 00:00:00.000,"SAC","MIN","2019/2/25_SAC:MIN",31,105,112,"MIN","SAC","60","8:00p","AWAY","2019","Sacramento Kings","W","112","105","29","31","W 1"
2019-03-01 00:00:00.000,"WAS","BOS","2019/3/1_WAS:BOS",25,96,107,"BOS","WAS","63","8:00p","AWAY","2019","Washington Wizards","W","107","96","38","25","W 1"
2019-03-05 00:00:00.000,"OKC","MIN","2019/3/5_OKC:MIN",34,120,131,"MIN","OKC","64","8:00p","AWAY","2019","Oklahoma City Thunder","W","131","120","30","34","W 1"
2019-03-05 00:00:00.000,"POR","MEM","2019/3/5_POR:MEM",40,111,120,"MEM","POR","66","8:00p","AWAY","2019","Portland Trail Blazers","W","120","111","26","40","W 1"
2019-03-06 00:00:00.000,"PHI","CHI","2019/3/6_PHI:CHI",47,107,108,"CHI","PHI","66","8:00p","AWAY","2019","Philadelphia 76ers","W","108","107","19","47","W 1"
2019-03-06 00:00:00.000,"UTA","NOP","2019/3/6_UTA:NOP",37,114,104,"UTA","NOP","64","8:00p","HOME","2019","New Orleans Pelicans","W","114","104","37","27","W 1"
2019-03-07 00:00:00.000,"IND","MIL","2019/3/7_IND:MIL",16,98,117,"MIL","IND","65","8:00p","AWAY","2019","Indiana Pacers","W","117","98","49","16","W 1"
2019-03-08 00:00:00.000,"TOR","NOP","2019/3/8_TOR:NOP",47,127,104,"TOR","NOP","66","8:00p","HOME","2019","New Orleans Pelicans","W","127","104","47","19","W 1"
2019-03-09 00:00:00.000,"WAS","MIN","2019/3/9_WAS:MIN",35,130,135,"MIN","WAS","66","8:00p","AWAY","2019","Washington Wizards","W","135","130","31","35","W 1"
2019-03-12 00:00:00.000,"LAL","CHI","2019/3/12_LAL:CHI",31,123,107,"LAL","CHI","67","8:00p","HOME","2019","Chicago Bulls","W","123","107","31","36","W 1"
2019-03-14 00:00:00.000,"LAL","TOR","2019/3/14_LAL:TOR",20,98,111,"TOR","LAL","69","8:00p","AWAY","2019","Los Angeles Lakers","W","111","98","49","20","W 1"
2019-03-15 00:00:00.000,"PHO","HOU","2019/3/15_PHO:HOU",26,102,108,"HOU","PHO","69","8:00p","AWAY","2019","Phoenix Suns","W","108","102","43","26","W 1"
2019-03-23 00:00:00.000,"MIN","MEM","2019/3/23_MIN:MEM",33,112,99,"MIN","MEM","73","8:00p","HOME","2019","Memphis Grizzlies","W","112","99","33","40","W 1"
2019-03-27 00:00:00.000,"IND","OKC","2019/3/27_IND:OKC",31,99,107,"OKC","IND","75","8:00p","AWAY","2019","Indiana Pacers","W","107","99","44","31","W 1"
2019-03-31 00:00:00.000,"WAS","DEN","2019/3/31_WAS:DEN",32,95,90,"WAS","DEN","78","8:00p","HOME","2019","Denver Nuggets","W","95","90","32","46","W 1"
2019-10-22 00:00:00.000,"NOP","TOR","2019/10/22_NOP:TOR",0,122,130,"TOR","NOP","1","8:00p","AWAY","2020","New Orleans Pelicans","W","130","122","1","0","W 1"
2019-10-25 00:00:00.000,"CHI","MEM","2019/10/25_CHI:MEM",1,110,102,"CHI","MEM","2","8:00p","HOME","2020","Memphis Grizzlies","W","110","102","1","1","W 1"
2019-10-26 00:00:00.000,"NOP","HOU","2019/10/26_NOP:HOU",1,123,126,"HOU","NOP","2","8:00p","AWAY","2020","New Orleans Pelicans","W","126","123","1","1","W 1"
2019-10-26 00:00:00.000,"IND","CLE","2019/10/26_IND:CLE",1,99,110,"CLE","IND","2","8:00p","AWAY","2020","Indiana Pacers","W","110","99","1","1","W 1"
2019-10-28 00:00:00.000,"GSW","NOP","2019/10/28_GSW:NOP",1,134,123,"GSW","NOP","3","8:00p","HOME","2020","New Orleans Pelicans","W","134","123","1","2","W 1"
2019-10-28 00:00:00.000,"CLE","MIL","2019/10/28_CLE:MIL",1,112,129,"MIL","CLE","3","8:00p","AWAY","2020","Cleveland Cavaliers","W","129","112","2","1","W 1"
2019-11-01 00:00:00.000,"DET","CHI","2019/11/1_DET:CHI",4,106,112,"CHI","DET","6","8:00p","AWAY","2020","Detroit Pistons","W","112","106","2","4","W 1"
2019-11-09 00:00:00.000,"DAL","MEM","2019/11/9_DAL:MEM",6,138,122,"DAL","MEM","9","8:00p","HOME","2020","Memphis Grizzlies","W","138","122","6","3","W 1"
2019-11-09 00:00:00.000,"GSW","OKC","2019/11/9_GSW:OKC",5,108,114,"OKC","GSW","9","8:00p","AWAY","2020","Golden State Warriors","W","114","108","4","5","W 1"
2019-11-10 00:00:00.000,"BRK","PHO","2019/11/10_BRK:PHO",3,112,138,"PHO","BRK","9","8:00p","AWAY","2020","Brooklyn Nets","W","138","112","6","3","W 1"
2019-11-14 00:00:00.000,"DAL","NYK","2019/11/14_DAL:NYK",9,103,106,"NYK","DAL","12","8:00p","AWAY","2020","Dallas Mavericks","W","106","103","3","9","W 1"
2019-11-15 00:00:00.000,"PHI","OKC","2019/11/15_PHI:OKC",7,119,127,"OKC","PHI","12","8:00p","AWAY","2020","Philadelphia 76ers","W","127","119","5","7","W 1"
2019-11-19 00:00:00.000,"GSW","MEM","2019/11/19_GSW:MEM",3,114,95,"GSW","MEM","15","8:00p","HOME","2020","Memphis Grizzlies","W","114","95","3","12","W 1"
2019-11-20 00:00:00.000,"DET","CHI","2019/11/20_DET:CHI",10,89,109,"CHI","DET","15","8:00p","AWAY","2020","Detroit Pistons","W","109","89","5","10","W 1"
2019-11-20 00:00:00.000,"UTA","MIN","2019/11/20_UTA:MIN",9,103,95,"UTA","MIN","14","8:00p","HOME","2020","Minnesota Timberwolves","W","103","95","9","5","W 1"
2019-11-25 00:00:00.000,"POR","CHI","2019/11/25_POR:CHI",6,117,94,"POR","CHI","18","8:00p","HOME","2020","Chicago Bulls","W","117","94","6","12","W 1"
2019-11-29 00:00:00.000,"NOP","OKC","2019/11/29_NOP:OKC",11,104,109,"OKC","NOP","18","8:00p","AWAY","2020","New Orleans Pelicans","W","109","104","7","11","W 1"
2019-12-05 00:00:00.000,"PHO","NOP","2019/12/5_PHO:NOP",10,139,132,"PHO","NOP","21","8:00p","HOME","2020","New Orleans Pelicans","W","139","132","10","11","W 1"
2019-12-09 00:00:00.000,"TOR","CHI","2019/12/9_TOR:CHI",16,93,92,"TOR","CHI","23","8:00p","HOME","2020","Chicago Bulls","W","93","92","16","7","W 1"
2019-12-11 00:00:00.000,"UTA","MIN","2019/12/11_UTA:MIN",14,127,116,"UTA","MIN","25","8:00p","HOME","2020","Minnesota Timberwolves","W","127","116","14","11","W 1"
2019-12-14 00:00:00.000,"LAC","CHI","2019/12/14_LAC:CHI",18,106,109,"CHI","LAC","28","8:00p","AWAY","2020","Los Angeles Clippers","W","109","106","10","18","W 1"
2019-12-16 00:00:00.000,"SAS","HOU","2019/12/16_SAS:HOU",9,107,109,"HOU","SAS","27","8:00p","AWAY","2020","San Antonio Spurs","W","109","107","18","9","W 1"
2019-12-16 00:00:00.000,"CHI","OKC","2019/12/16_CHI:OKC",14,106,109,"OKC","CHI","26","8:00p","AWAY","2020","Chicago Bulls","W","109","106","12","14","W 1"
2019-12-16 00:00:00.000,"DAL","MIL","2019/12/16_DAL:MIL",18,120,116,"DAL","MIL","26","8:00p","HOME","2020","Milwaukee Bucks","W","120","116","18","8","W 1"
2019-12-20 00:00:00.000,"DAL","PHI","2019/12/20_DAL:PHI",19,117,98,"DAL","PHI","28","8:00p","HOME","2020","Philadelphia 76ers","W","117","98","19","9","W 1"
2019-12-21 00:00:00.000,"SAC","MEM","2019/12/21_SAC:MEM",19,115,119,"MEM","SAC","30","8:00p","AWAY","2020","Sacramento Kings","W","119","115","11","19","W 1"
2019-12-23 00:00:00.000,"SAS","MEM","2019/12/23_SAS:MEM",12,145,115,"SAS","MEM","29","8:00p","HOME","2020","Memphis Grizzlies","W","145","115","12","17","W 1"
2019-12-26 00:00:00.000,"SAS","DAL","2019/12/26_SAS:DAL",10,98,102,"DAL","SAS","30","8:00p","AWAY","2020","San Antonio Spurs","W","102","98","20","10","W 1"
2020-01-08 00:00:00.000,"CHI","NOP","2020/1/8_CHI:NOP",25,108,123,"NOP","CHI","38","8:00p","AWAY","2020","Chicago Bulls","W","123","108","13","25","W 1"
2020-01-13 00:00:00.000,"OKC","MIN","2020/1/13_OKC:MIN",23,117,104,"OKC","MIN","40","8:00p","HOME","2020","Minnesota Timberwolves","W","117","104","23","17","W 1"
2020-01-15 00:00:00.000,"WAS","CHI","2020/1/15_WAS:CHI",27,106,115,"CHI","WAS","42","8:00p","AWAY","2020","Washington Wizards","W","115","106","15","27","W 1"
2020-01-18 00:00:00.000,"CLE","CHI","2020/1/18_CLE:CHI",28,116,118,"CHI","CLE","44","8:00p","AWAY","2020","Cleveland Cavaliers","W","118","116","16","28","W 1"
2020-01-20 00:00:00.000,"DEN","MIN","2020/1/20_DEN:MIN",30,107,100,"DEN","MIN","43","8:00p","HOME","2020","Minnesota Timberwolves","W","107","100","30","13","W 1"
2020-01-22 00:00:00.000,"MIN","CHI","2020/1/22_MIN:CHI",29,110,117,"CHI","MIN","46","8:00p","AWAY","2020","Minnesota Timberwolves","W","117","110","17","29","W 1"
